uid,lat,lon,heading,country,city,district,ward,image_path
3728,10.771358028410766,106.69913240211632,,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3787.jpg
3729,10.77181369947438,106.70079010092,156.97686535248928,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3788.jpg
3730,10.77139768988072,106.70096889349207,156.97686535248928,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3789.jpg
3731,10.77181369947438,106.70079010092,65.73751178429315,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3790.jpg
3732,10.77199398911798,106.7012090570214,65.73751178429315,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3791.jpg
3733,10.772168330523565,106.70163083371614,65.73751178429315,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3792.jpg
3734,10.768932599476203,106.70250500091676,67.42340088048333,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3793.jpg
3735,10.769105178045288,106.70292751392856,67.42340088048333,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3794.jpg
3736,10.77486369946812,106.69092700093104,171.2472029770226,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3795.jpg
3737,10.774415206067664,106.69098396548672,171.2472029770226,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3796.jpg
3738,10.776541499467234,106.69025370093256,42.11048519874802,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3797.jpg
3739,10.776875849543188,106.69056134670706,42.11048519874802,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3798.jpg
3740,10.776541499467234,106.69025370093256,131.7512149568074,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3799.jpg
3741,10.776244389799489,106.69059821558363,131.7512149568074,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3800.jpg
3742,10.776092999467648,106.69076520093184,311.7513105946381,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3801.jpg
3743,10.77639412208546,106.69042431643376,311.7513105946381,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3802.jpg
3744,10.771851599469311,106.69137250092892,142.44360852177832,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3803.jpg
3745,10.771739320654657,106.69168137445924,142.44360852177832,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3804.jpg
3746,10.772339999470692,106.69423710092649,312.5894151912158,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3805.jpg
3747,10.77264780407898,106.6939023274126,312.5894151912158,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3806.jpg
3748,10.77294970347554,106.69356209012572,312.5894151912158,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3807.jpg
3749,10.77889739947215,106.7008053009239,304.5197595302376,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3808.jpg
3750,10.779052189874928,106.7004714436983,304.5197595302376,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3809.jpg
3751,10.766709599475982,106.70078970091716,20.631871551289,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3810.jpg
3752,10.772869099468211,106.68992810093086,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3811.jpg
3753,10.772531245766825,106.68962439937891,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3812.jpg
3754,10.772193391658028,106.68932069851692,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3813.jpg
3755,10.77185553714186,106.68901699834488,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3814.jpg
3756,10.771517682218354,106.68871329886272,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3815.jpg
3757,10.771179826887526,106.68840960007044,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3816.jpg
3758,10.77084197114942,106.68810590196804,221.44683115750968,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3817.jpg
3759,10.768854899468176,106.68749870093092,325.5534211760591,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3818.jpg
3760,10.769226881381105,106.68723898082628,325.5534211760591,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3819.jpg
3761,10.77191309946588,106.68501170093498,347.06204030443405,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3820.jpg
3762,10.772318243067174,106.68495232694264,347.06204030443405,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3821.jpg
3763,10.77191309946588,106.68501170093498,314.4219604293349,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3822.jpg
3764,10.772224359196516,106.68468026372032,314.4219604293349,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3823.jpg
3765,10.771061799475628,106.70266990091778,92.36061338830557,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3824.jpg
3766,10.77104330133862,106.70312666481104,92.36061338830557,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3825.jpg
3767,10.771061799475628,106.70266990091778,341.71475033426816,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3826.jpg
3768,10.771497527981378,106.70257439600022,341.71475033426816,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3827.jpg
3769,10.771914276065312,106.70239737218432,341.71475033426816,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3828.jpg
3770,10.772074999475114,106.70232910091867,161.7146866408319,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3829.jpg
3771,10.77165825140564,106.70250612489409,161.7146866408319,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3830.jpg
3772,10.771235756462143,106.70265846647015,161.7146866408319,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3831.jpg
3773,10.775399299467434,106.68995180093223,133.22221152946742,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3832.jpg
3774,10.775090812004454,106.69028594277935,133.22221152946742,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3833.jpg
3775,10.775399299467434,106.68995180093223,313.217164319488,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3834.jpg
3776,10.77570775750808,106.68961763086344,313.217164319488,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3835.jpg
3777,10.775399299467434,106.68995180093223,45.442835831381736,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3836.jpg
3778,10.775715397849446,106.6902785861854,45.442835831381736,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3837.jpg
3779,10.775798599467524,106.69036460093206,225.4429130097733,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3838.jpg
3780,10.7754825012051,106.69003781549988,225.4429130097733,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3839.jpg
3781,10.767637699467889,106.68624320093144,45.83524896830281,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3840.jpg
3782,10.767977843031062,106.6865435191236,45.83524896830281,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3841.jpg
3783,10.767637699467889,106.68624320093144,290.56294424036287,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3842.jpg
3784,10.76783019760561,106.6858295842879,290.56294424036287,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3843.jpg
3785,10.767511199467938,106.68627990093134,108.39996193531924,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3844.jpg
3786,10.76759879946794,106.68632550093132,36.5602905592776,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3845.jpg
3787,10.767939069315226,106.68662499233488,36.5602905592776,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3846.jpg
3788,10.76759879946794,106.68632550093132,121.0298586784184,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3847.jpg
3789,10.768403399466775,106.6846248009334,42.02206401001947,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3848.jpg
3790,10.76873822001102,106.6849319167348,42.02206401001947,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3849.jpg
3791,10.769073040141414,106.6852390332253,42.02206401001947,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3850.jpg
3792,10.76940785985794,106.68554615040487,42.02206401001947,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3851.jpg
3793,10.76974267916055,106.68585326827358,42.02206401001947,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3852.jpg
3794,10.76847339946668,106.68448970093355,43.43265494803054,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3853.jpg
3795,10.768800639305503,106.68480506361766,43.43265494803054,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3854.jpg
3796,10.769127878713856,106.68512042698816,43.43265494803054,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3855.jpg
3797,10.779059499468072,106.6932934009311,313.13155468851323,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3856.jpg
3798,10.779367463129066,106.69295876184636,313.13155468851323,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3857.jpg
3799,10.778876499468234,106.6934922009308,133.13271066376905,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3858.jpg
3800,10.778568528838395,106.6938268327541,133.13271066376905,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3859.jpg
3801,10.77783569947034,106.69679400092711,133.44621633544588,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3860.jpg
3802,10.777525924250902,106.69712692241156,133.44621633544588,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3861.jpg
3803,10.777216148771185,106.69745984320816,133.44621633544588,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3862.jpg
3804,10.7769063730312,106.69779276331693,133.44621633544588,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3863.jpg
3805,10.77783569947034,106.69679400092711,313.0833523358058,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3864.jpg
3806,10.778143384263169,106.69645910197764,313.0833523358058,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3865.jpg
3807,10.778153399470051,106.69644820092763,133.08328766967915,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3866.jpg
3808,10.777845714685832,106.69678309989952,133.08328766967915,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3867.jpg
3809,10.778153399470051,106.69644820092763,312.9713655386722,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3868.jpg
3810,10.778460436735502,106.69611269418898,312.9713655386722,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3869.jpg
3811,10.778767473734971,106.69577718676148,312.9713655386722,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3870.jpg
3812,10.779074510468435,106.69544167864508,312.9713655386722,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3871.jpg
3813,10.77938154693586,106.69510616983978,312.9713655386722,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3872.jpg
3814,10.77952729946881,106.6949469009298,132.97108476774693,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3873.jpg
3815,10.77922026312769,106.69528241006216,132.97108476774693,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3874.jpg
3816,10.778913226520512,106.69561791850556,132.97108476774693,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3875.jpg
3817,10.778606189647322,106.69595342626008,132.97108476774693,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3876.jpg
3818,10.778299152508126,106.69628893332576,132.97108476774693,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3877.jpg
3819,10.77952729946881,106.6949469009298,222.05906758865976,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3878.jpg
3820,10.779192674120363,106.6946395603076,222.05906758865976,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3879.jpg
3821,10.778858078886229,106.69433218640552,222.05906758865976,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3880.jpg
3822,10.778523435088076,106.69402486678688,222.05906758865976,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3881.jpg
3823,10.78037519947048,106.69855610092684,38.66055376947516,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3882.jpg
3824,10.780719795836752,106.69882560796488,38.66055376947516,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3883.jpg
3825,10.771502299473148,106.69831350092215,293.10019546779733,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3884.jpg
3826,10.77167935381119,106.6978940783542,293.10019546779733,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3885.jpg
3827,10.771242899473252,106.69835560092196,221.9631214860513,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3886.jpg
3828,10.770907772109831,106.69804882973538,221.9631214860513,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3887.jpg
3829,10.770572622988782,106.6977420830526,221.9631214860513,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3888.jpg
3830,10.771549199473233,106.698502100922,32.680074495285346,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3889.jpg
3831,10.771916767739372,106.698764906534,32.680074495285346,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3890.jpg
3832,10.77135419947334,106.6985852009218,95.01615566574392,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3891.jpg
3833,10.771168199468208,106.69900014341256,95.01615566574392,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3892.jpg
3834,10.771216786625745,106.6994356407497,95.01615566574392,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3893.jpg
3835,10.771195185143048,106.6998922662644,95.01615566574392,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3894.jpg
3836,10.771173582997127,106.70034889160932,95.01615566574392,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3895.jpg
3837,10.771151980187993,106.7008055167844,95.01615566574392,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3896.jpg
3838,10.771247399473104,106.69808040092224,222.88936840884003,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3897.jpg
3839,10.779983399470533,106.69842560092675,133.35481186687355,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3898.jpg
3840,10.77967414351644,106.69875901761164,133.35481186687355,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3899.jpg
3841,10.780014199470404,106.698205000927,222.84268466686487,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3900.jpg
3842,10.77968377125804,106.69789305042048,222.84268466686487,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3901.jpg
3843,10.779353335909144,106.6975811078724,222.84268466686487,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3902.jpg
3844,10.769216599476486,106.70320030091628,156.02968299207328,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3903.jpg
3845,10.768804013312073,106.70338702846016,156.02968299207328,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3904.jpg
3846,10.769216599476486,106.70320030091628,247.4235307980456,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3905.jpg
3847,10.769044021328046,106.70277778764184,247.4235307980456,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3906.jpg
3848,10.771419099471318,106.6948511009254,331.482113085492,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3907.jpg
3849,10.771818299471075,106.69463030092582,151.48207181913045,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3908.jpg
3850,10.7766001994722,106.69954230092382,227.83498364896712,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3909.jpg
3851,10.776454093489066,106.6991951394066,227.83498364896712,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3910.jpg
3852,10.77157509947571,106.70314390091764,337.3880304558569,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3911.jpg
3853,10.771991964780083,106.70296715992974,337.3880304558569,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3912.jpg
3854,10.772408830047237,106.70279041852908,337.3880304558569,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3913.jpg
3855,10.772825695277165,106.70261367671569,337.3880304558569,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3914.jpg
3856,10.77157509947571,106.70314390091764,157.66660097742107,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3915.jpg
3857,10.771158248212616,106.70332067544828,157.66660097742107,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3916.jpg
3858,10.768845499467176,106.68562660093272,223.78679419003944,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3917.jpg
3859,10.768520193654677,106.68530919846332,223.78679419003944,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3918.jpg
3860,10.7688944994676,106.68645590093192,247.81189740124188,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3919.jpg
3861,10.768653909792205,106.68606888804447,247.81189740124188,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3920.jpg
3862,10.768413319536918,106.68568187572656,247.81189740124188,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3921.jpg
3863,10.768258515337562,106.68530154212807,247.81189740124188,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3922.jpg
3864,10.772447899474091,106.70063200092048,,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3923.jpg
3865,10.77251455662327,106.70088565385338,,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3924.jpg
3866,10.772447899474091,106.70063200092048,,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3925.jpg
3867,10.772623378596588,106.70082035815312,,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3926.jpg
3868,10.77134469946954,106.69150960092853,258.89372401467864,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3927.jpg
3869,10.771258627940822,106.6910608681428,258.89372401467864,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3928.jpg
3870,10.770487099467974,106.68808190093128,135.0065396649807,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3929.jpg
3871,10.770154988952012,106.6880539120877,135.0065396649807,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3930.jpg
3872,10.770328899468115,106.68824290093104,315.0065697517053,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3931.jpg
3873,10.770271067276392,106.68793573509052,315.0065697517053,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3932.jpg
3874,10.772889299469403,106.69215630092876,210.01678078404512,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3933.jpg
3875,10.772497060622944,106.69192909931328,210.01678078404512,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3934.jpg
3876,10.77312399946936,106.69221700092884,50.08587849184634,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3935.jpg
3877,10.773379942468647,106.69258755299488,50.08587849184634,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3936.jpg
3878,10.77312399946936,106.69221700092884,271.54448582206635,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3937.jpg
3879,10.773083894359234,106.69178324122524,271.54448582206635,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3938.jpg
3880,10.772349599469406,106.69183890092874,30.016721458245485,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3939.jpg
3881,10.772739687337271,106.69206963905113,30.016721458245485,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3940.jpg
3882,10.781777999466035,106.69109230093468,224.2597843394903,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3941.jpg
3883,10.781455297101257,106.69077218011982,224.2597843394903,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3942.jpg
3884,10.781777999466035,106.69109230093468,133.79919751159983,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3943.jpg
3885,10.78146620206978,106.6914232918992,133.79919751159983,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3944.jpg
3886,10.781777999466035,106.69109230093468,44.2687563278772,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3945.jpg
3887,10.782100639302683,106.69141248641698,44.2687563278772,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3946.jpg
3888,10.782423301304684,106.69173264930768,44.2687563278772,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3947.jpg
3889,10.781459599466311,106.6914303009342,313.79926073991606,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3948.jpg
3890,10.781771396868,106.6910993099842,313.79926073991606,Vietnam,Ho Chi Minh,District 1,Ben Thanh,data/processing/images/district_1/ben_thanh/original/gsv_3949.jpg
