uid,lat,lon,heading,district,ward,pct_other,pct_vegetation,pct_sky,pct_building,pct_pavement_road,pct_water,pct_vehicle_clutter,gvi,svi,bvi,hardscape_index,lst_kelvin,lst_celsius,ndvi,emissivity,palsar_hh_db,palsar_hv_db,palsar_hv_hh_ratio,palsar_glcm_contrast,palsar_glcm_homogeneity,palsar_glcm_energy,elevation_m,sky_view_factor,landcover_class
2974,10.781506112211424,106.69954816187968,41.60655355241976,District 1,Ben Thanh,0.86466796875,0.00685546875,0.0001220703125,0.00472900390625,0.0487109375,0.0553564453125,0.01955810546875,0.00685546875,0.0001220703125,0.00472900390625,0.072998046875,311.9814453125,38.83144531250002,0.0547100305557251,2.7444000244140625,1.8865322046127204,-1.2358602373093106,-0.6550962842232614,3648.95,0.003313640174120192,0.158113883008419,11.0,0.9890559195177182,2.0
2975,10.781113199470653,106.69930490092656,41.82654928118342,District 1,Ben Thanh,0.85814697265625,0.00848876953125,0.0004150390625,0.0023388671875,0.05631103515625,0.0613720703125,0.01292724609375,0.00848876953125,0.0004150390625,0.0023388671875,0.0715771484375,312.8427734375,39.69277343750002,0.05856001377105713,2.7583999633789062,-0.46828144091324475,-4.742810496752895,10.128119721130615,3662.6499999999987,0.0014980420453455084,0.15811388300841892,12.0,0.9892919371708221,2.0
2976,10.781449045229376,106.69961087715666,41.82654928118342,District 1,Ben Thanh,0.87196533203125,0.0012841796875,2.685546875e-05,0.00557373046875,0.03723876953125,0.06459228515625,0.01931884765625,0.0012841796875,2.685546875e-05,0.00557373046875,0.06213134765625,311.9814453125,38.83144531250002,0.0547100305557251,2.7444000244140625,0.3540246994273559,-5.0243997342034845,-14.192229362331444,4255.099999999999,0.05570430854155081,0.16201851746019652,11.0,0.9890559195177182,2.0
2977,10.769591099475592,106.70175730091783,157.7859260038745,District 1,Ben Thanh,0.6776025390625,0.04357666015625,9.033203125e-05,0.0036181640625,0.123642578125,0.1174853515625,0.033984375,0.04357666015625,9.033203125e-05,0.0036181640625,0.1612451171875,312.17626953125,39.02626953125002,0.057570040225982666,2.7547998428344727,-3.1154171836460307,-11.026378021856729,3.5392942170757222,4433.25,0.004213462811998673,0.158113883008419,20.0,0.9988285699920247,2.0
2978,10.76917302556248,106.70193109687816,157.7859260038745,District 1,Ben Thanh,0.79584716796875,0.02722412109375,0.00010498046875,0.0037548828125,0.0518408203125,0.1020703125,0.01915771484375,0.02722412109375,0.00010498046875,0.0037548828125,0.07475341796875,312.38134765625,39.23134765625002,0.05724000930786133,2.7535998821258545,-4.31609301304232,-14.80133753337411,3.429337015826026,2267.05,0.003912201122466539,0.15811388300841897,19.0,0.9992683054995346,2.0
2979,10.769382899470564,106.69225270092672,330.9768503601361,District 1,Co Giang,0.70235107421875,0.04496337890625,1.953125e-05,0.0021484375,0.0876123046875,0.13378662109375,0.02911865234375,0.04496337890625,1.953125e-05,0.0021484375,0.11887939453125,312.1728515625,39.02285156250002,0.05883502960205078,2.759399890899658,-3.1763648466425423,-9.89530985931411,3.1152938459741417,3211.2000000000003,0.0033763455867897576,0.15811388300841897,6.0,0.9903890178018322,2.0
2980,10.76977755825888,106.69203229529305,330.9768503601361,District 1,Co Giang,0.80451904296875,0.03370361328125,0.0001171875,0.00351318359375,0.03718994140625,0.09704833984375,0.02390869140625,0.03370361328125,0.0001171875,0.00351318359375,0.06461181640625,312.9111328125,39.76113281250002,0.06216251850128174,2.7714998722076416,-1.3192043866409335,-5.743066800341225,4.353432158427469,2375.9000000000005,0.004629328928611927,0.15811388300841897,15.0,0.9994853745686636,2.0
2981,10.769382899470564,106.69225270092672,247.68247413348303,District 1,Co Giang,0.69280029296875,0.048115234375,6.8359375e-05,0.0070263671875,0.11842529296875,0.09316162109375,0.04040283203125,0.048115234375,6.8359375e-05,0.0070263671875,0.1658544921875,312.1728515625,39.02285156250002,0.05883502960205078,2.759399890899658,-3.1763648466425423,-9.89530985931411,3.1152938459741417,3211.2000000000003,0.0033763455867897576,0.15811388300841897,6.0,0.9903890178018322,2.0
2982,10.769212168516072,106.69182941780822,247.68247413348303,District 1,Co Giang,0.69858642578125,0.04540283203125,7.32421875e-06,0.00336181640625,0.1019775390625,0.1021728515625,0.0484912109375,0.04540283203125,7.32421875e-06,0.00336181640625,0.1538305664062499,312.18310546875,39.03310546875002,0.06210750341415405,2.7712998390197754,-3.9209423353615307,-12.648165385761843,3.2257973476663278,1650.5,0.021089671826004432,0.15811388300841897,1.0,0.9620005210855423,2.0
2983,10.769041493705744,106.69140611166556,247.68247413348303,District 1,Co Giang,0.7466015625,0.03701904296875,0.00032958984375,0.0065283203125,0.071083984375,0.1012451171875,0.0371923828125,0.03701904296875,0.00032958984375,0.0065283203125,0.1148046875,312.58642578125,39.43642578125002,0.0631524920463562,2.775099992752075,-5.4249695965399525,-12.998016161685541,2.395961107316745,2418.3,0.0417121351246558,0.158113883008419,4.0,0.9862840223318258,2.0
2984,10.775846999468138,106.691529000931,220.8587389498822,District 1,Ben Thanh,0.69509765625,0.05787841796875,0.00018310546875,0.00288330078125,0.090390625,0.10850341796875,0.0450634765625,0.05787841796875,0.00018310546875,0.00288330078125,0.13833740234375,312.0908203125,38.94082031250002,0.057955026626586914,2.756199836730957,-8.434548042099664,-12.372976708338811,1.46694009525835,5481.999999999999,0.0006273608345989286,0.15811388300841892,18.0,0.9875274895015625,2.0
2985,10.77550211013388,106.69126552483912,220.8587389498822,District 1,Ben Thanh,0.86096435546875,0.0102197265625,2.9296875e-05,0.0112646484375,0.034775390625,0.0535302734375,0.02921630859375,0.0102197265625,2.9296875e-05,0.0112646484375,0.07525634765625,311.919921875,38.76992187500002,0.058202505111694336,2.7570998668670654,-6.181575996024563,-5.542895105903796,0.896679925874646,4198.9,0.03566853941872614,0.158113883008419,11.0,0.9814252563129087,2.0
2986,10.775171916184034,106.69095332292748,220.8587389498822,District 1,Ben Thanh,0.75597900390625,0.01735595703125,6.591796875e-05,0.00662841796875,0.06936279296875,0.12642578125,0.02418212890625,0.01735595703125,6.591796875e-05,0.00662841796875,0.10017333984375,311.7421875,38.59218750000002,0.057295024394989014,2.7537999153137207,-3.6959659794817554,-12.352557328642462,3.342172898023949,3970.6500000000005,0.027714027790504265,0.15811388300841897,11.0,0.990927185527338,2.0
2987,10.775846999468138,106.691529000931,224.52832216863865,District 1,Ben Thanh,0.83110595703125,0.0323779296875,4.8828125e-05,0.00235107421875,0.0324462890625,0.09326904296875,0.00840087890625,0.0323779296875,4.8828125e-05,0.00235107421875,0.0431982421875,312.0908203125,38.94082031250002,0.057955026626586914,2.756199836730957,-8.434548042099664,-12.372976708338811,1.46694009525835,5481.999999999999,0.0006273608345989286,0.15811388300841892,18.0,0.9875274895015625,2.0
2988,10.775575659566927,106.69119223960878,224.52832216863865,District 1,Ben Thanh,0.72247802734375,0.04720703125,5.126953125e-05,0.00578369140625,0.0808447265625,0.1062158203125,0.03741943359375,0.04720703125,5.126953125e-05,0.00578369140625,0.1240478515625,311.919921875,38.76992187500002,0.058202505111694336,2.7570998668670654,-6.8411855756900195,-11.43409389758348,1.6713614579049345,6280.55,0.025494593891347155,0.158113883008419,16.0,0.9726210374889,2.0
2989,10.775237829856756,106.6908885085437,224.52832216863865,District 1,Ben Thanh,0.7617138671875,0.01615478515625,1.46484375e-05,0.0045556640625,0.08349365234375,0.110185546875,0.0238818359375,0.01615478515625,1.46484375e-05,0.0045556640625,0.11193115234375,311.7421875,38.59218750000002,0.057295024394989014,2.7537999153137207,-9.405992382560711,-12.160930510835271,1.2928918094152813,6203.15,0.028618070378496317,0.158113883008419,11.0,0.990927185527338,2.0
2990,10.770281399467622,106.68730400093187,315.16085167011653,District 1,Ben Thanh,0.82657958984375,0.01615478515625,0.0002880859375,0.00214111328125,0.0487060546875,0.09865478515625,0.0074755859375,0.01615478515625,0.0002880859375,0.00214111328125,0.05832275390625,313.5674133300781,40.41741333007815,0.0586700439453125,2.7588000297546387,-2.07478039615755,-4.466978458222229,2.152988560377272,4809.9,0.011202967523676246,0.16583123951777,13.0,0.9890455264569473,2.0
