uid,lat,lon,heading,district,ward,pct_other,pct_vegetation,pct_sky,pct_building,pct_pavement_road,pct_water,pct_vehicle_clutter,gvi,svi,bvi,hardscape_index
444,10.770365699465373,106.68315430093588,314.340433212401,District 1,Ben Thanh,0.81647705078125,0.0099853515625,9.765625e-06,0.00411376953125,0.037119140625,0.1020361328125,0.0302587890625,0.0099853515625,9.765625e-06,0.00411376953125,0.07149169921875
445,10.770680574715875,106.68282631314769,314.340433212401,District 1,Ben Thanh,0.7226416015625,0.0466552734375,9.765625e-06,0.00227783203125,0.11385009765625,0.09255126953125,0.02201416015625,0.0466552734375,9.765625e-06,0.00227783203125,0.1381420898437499
446,10.770365699465373,106.68315430093588,132.17687889177142,District 1,Ben Thanh,0.874052734375,0.00381591796875,3.41796875e-05,0.001689453125,0.0251318359375,0.06107666015625,0.03419921875,0.00381591796875,3.41796875e-05,0.001689453125,0.0610205078125
447,10.77006085045734,106.68349158439251,132.17687889177142,District 1,Ben Thanh,0.82356201171875,0.00185791015625,5.859375e-05,0.00130859375,0.06946044921875,0.05861572265625,0.04513671875,0.00185791015625,5.859375e-05,0.00130859375,0.11590576171875
448,10.772486899465378,106.68441570093586,134.42184903413133,District 1,Ben Thanh,0.827978515625,0.00980712890625,2.685546875e-05,0.00249755859375,0.044072265625,0.08010498046875,0.0355126953125,0.00980712890625,2.685546875e-05,0.00249755859375,0.08208251953125
449,10.77216716383319,106.6847388409062,134.42184903413133,District 1,Ben Thanh,0.80091552734375,0.006689453125,5.126953125e-05,0.004736328125,0.0409326171875,0.1037939453125,0.042880859375,0.006689453125,5.126953125e-05,0.004736328125,0.0885498046875
450,10.764863899469868,106.68830820092796,286.8375052534368,District 1,Co Giang,0.8879296875,0.00452392578125,9.521484375e-05,0.00532958984375,0.01720947265625,0.055888671875,0.0290234375,0.00452392578125,9.521484375e-05,0.00532958984375,0.0515625
451,10.764998057336244,106.6878716762217,286.8375052534368,District 1,Co Giang,0.8261767578125,0.0146923828125,2.685546875e-05,0.0031884765625,0.05355224609375,0.0903125,0.01205078125,0.0146923828125,2.685546875e-05,0.0031884765625,0.06879150390625
452,10.775031699465195,106.68557630093618,132.59768525943343,District 1,Ben Thanh,0.84667236328125,0.0037353515625,0.0,0.00236328125,0.0203857421875,0.09237548828125,0.0344677734375,0.0037353515625,0.0,0.00236328125,0.057216796875
453,10.774725775201675,106.685912016722,132.59768525943343,District 1,Ben Thanh,0.73788330078125,0.02412353515625,0.00038330078125,0.00248779296875,0.10831298828125,0.10536865234375,0.0214404296875,0.02412353515625,0.00038330078125,0.00248779296875,0.1322412109375
454,10.770921399465085,106.68294660093636,118.08005053811776,District 1,Ben Thanh,0.755810546875,0.0308447265625,9.27734375e-05,0.00222412109375,0.097158203125,0.1010888671875,0.01278076171875,0.0308447265625,9.27734375e-05,0.00222412109375,0.1121630859375
455,10.770611325070773,106.68327923429555,118.08005053811776,District 1,Ben Thanh,0.7320166015625,0.027890625,0.00013427734375,0.0018994140625,0.09935302734375,0.11702392578125,0.02168212890625,0.027890625,0.00013427734375,0.0018994140625,0.1229345703124999
456,10.770297661251432,106.68360803734244,118.08005053811776,District 1,Ben Thanh,0.86161865234375,0.00566650390625,0.0002734375,0.006640625,0.0460107421875,0.0389453125,0.0408447265625,0.00566650390625,0.0002734375,0.006640625,0.09349609375
457,10.770395112502545,106.68391326214152,118.08005053811776,District 1,Ben Thanh,0.8475634765625,0.01291748046875,7.080078125e-05,0.00315673828125,0.04446044921875,0.069580078125,0.0222509765625,0.01291748046875,7.080078125e-05,0.00315673828125,0.0698681640625
