osmid,y,x,street_count,highway,ref,railway,geometry,lon,lat,lst_kelvin,lst_celsius,ndvi,emissivity,palsar_hh_db,palsar_hv_db,palsar_hv_hh_ratio,palsar_glcm_contrast,palsar_glcm_homogeneity,palsar_glcm_energy,elevation_m,sky_view_factor,landcover_class
411918143,10.7885911,106.6910676,3,,,,POINT (106.6910676 10.7885911),106.6910676,10.7885911,314.2680969238281,41.11809692382815,0.05652499198913574,2.750999927520752,-3.99562466716273,-10.212262619646324,2.5558613409246953,3213.8,0.0012517632926067027,0.15811388300841897,14.0,0.9920977604146219,2.0
411918158,10.7733118,106.6873039,3,,,,POINT (106.6873039 10.7733118),106.6873039,10.7733118,314.4424133300781,41.29241333007815,0.06252002716064453,2.7727999687194824,-5.939427705740215,-8.30720322024601,1.3986538151171426,7055.85,0.00376115415793963,0.15811388300841897,16.0,0.9978721738663202,2.0
411918169,10.764441,106.6873953,3,,,,POINT (106.6873953 10.764441),106.6873953,10.764441,313.8852844238281,40.73528442382815,0.06034749746322632,2.764899969100952,-4.981738645246622,-7.729942690648059,1.5516556048205508,1861.0000000000002,0.017863180820110666,0.15811388300841897,14.0,0.9996644943627574,2.0
411918191,10.7635026,106.6905496,3,,,,POINT (106.6905496 10.7635026),106.6905496,10.7635026,314.3193664550781,41.16936645507815,0.056800007820129395,2.751999855041504,-3.4583375936829412,-6.8492994386229356,1.980517879785358,4676.0,0.003755073277545235,0.15811388300841897,10.0,0.9927820691876679,2.0
411918200,10.7676795,106.7009909,3,,,,POINT (106.7009909 10.7676795),106.7009909,10.7676795,314.2202453613281,41.07024536132815,0.06507754325866699,2.782099962234497,0.13219436331397105,-2.2850032536067886,-17.285179158355962,4368.5,0.007528966851337186,0.15811388300841897,16.0,0.9976841133396243,2.0
411918209,10.7798282,106.6899848,3,,,,POINT (106.6899848 10.7798282),106.6899848,10.7798282,311.591796875,38.44179687500002,0.05347251892089844,2.7398998737335205,-6.624928190045665,-10.941445742816214,1.6515568816664856,5668.1,0.0017717498376868459,0.15811388300841897,10.0,0.9878553991178303,2.0
411918235,10.7736252,106.6973539,3,,,,POINT (106.6973539 10.7736252),106.6973539,10.7736252,315.95318603515625,42.80318603515627,0.06722253561019897,2.7898998260498047,-2.570425354849448,-4.936029059140438,1.9203160480143746,8012.25,0.0022342556352524254,0.15811388300841897,21.0,0.9948486560843879,2.0
411918236,10.7595027,106.6840512,5,,,,POINT (106.6840512 10.7595027),106.6840512,10.7595027,313.8579406738281,40.70794067382815,0.05875253677368164,2.7590999603271484,-3.0548942035979394,-10.36909544331381,3.3942568063736807,5616.0,0.025526762654266445,0.15811388300841897,10.0,0.9943884704126135,2.0
411918247,10.7854127,106.6939619,1,,,,POINT (106.6939619 10.7854127),106.6939619,10.7854127,313.8408508300781,40.69085083007815,0.06054002046585083,2.7655999660491943,-4.831372020679879,-9.28158415610929,1.9211073203183324,3720.6500000000005,0.0015105028861330484,0.158113883008419,11.0,0.9874479860435906,2.0
411918249,10.7858816,106.694391,3,,,,POINT (106.694391 10.7858816),106.694391,10.7858816,313.9844055175781,40.83440551757815,0.06199753284454346,2.770900011062622,-6.561872452953537,-12.05928200519979,1.837780616990176,5955.800000000001,0.011394503306825971,0.158113883008419,14.0,0.9962325789033577,2.0
411918252,10.778205,106.690781,1,,,,POINT (106.690781 10.778205),106.690781,10.778205,312.2412109375,39.09121093750002,0.053610026836395264,2.7403998374938965,-7.747929008663931,-10.89605465223245,1.406318338751969,2282.25,0.001346964386435796,0.15811388300841897,12.0,0.9718221980337327,2.0
411918255,10.7777162,106.6913317,3,,,,POINT (106.6913317 10.7777162),106.6913317,10.7777162,312.849609375,39.69960937500002,0.06136500835418701,2.7685999870300293,-5.376873578488727,-8.812904483312082,1.6390388121770043,3205.75,0.0018343719778808774,0.158113883008419,39.0,1.0,2.0
411918266,10.7858792,106.6993456,3,,,,POINT (106.6993456 10.7858792),106.6993456,10.7858792,313.259765625,40.10976562500002,0.06034749746322632,2.764899969100952,-1.856571169054689,-3.9122549971096987,2.1072475229170466,4429.150000000001,0.06601096624206683,0.16201851746019652,21.0,0.9990785319363386,2.0
411918269,10.7850538,106.7001438,3,,,,POINT (106.7001438 10.7850538),106.7001438,10.7850538,314.1040344238281,40.95403442382815,0.06535249948501587,2.783099889755249,-3.0960741680564183,-9.162463548813378,2.9593811554473115,4134.2,0.008153932605086234,0.15811388300841897,15.0,0.9562263033215517,2.0
411918272,10.7858296,106.7008703,3,,,,POINT (106.7008703 10.7858296),106.7008703,10.7858296,315.00982666015625,41.85982666015627,0.06851500272750854,2.794600009918213,-4.84962307786742,-8.999778753557749,1.8557687080117005,4828.800000000001,0.0019683659143028445,0.15811388300841897,15.0,0.9906289293941345,2.0
411918287,10.7861519,106.6990554,3,,,,POINT (106.6990554 10.7861519),106.6990554,10.7861519,313.1845703125,40.03457031250002,0.059989988803863525,2.7635998725891113,-9.127219476769042,-12.408826539576737,1.3595407200583014,3058.5,0.026078403628620687,0.15811388300841897,20.0,0.999218500623246,2.0
411918289,10.7663638,106.698731,3,,,,POINT (106.698731 10.7663638),106.698731,10.7663638,315.18414306640625,42.03414306640627,0.06656253337860107,2.7874999046325684,-6.114185134913143,-10.264226219312505,1.6787562026380016,3784.9,0.02211717114944562,0.15811388300841897,10.0,0.9962943763398696,2.0
411918292,10.7843657,106.6940363,3,,,,POINT (106.6940363 10.7843657),106.6940363,10.7843657,312.95556640625,39.80556640625002,0.05781751871109009,2.755699872970581,1.9976580372738795,-3.433650065064981,-1.7188377595150068,3394.0499999999993,0.0012457578490326364,0.15811388300841892,13.0,0.9960610636553883,2.0
411918295,10.7742105,106.6982785,1,,,,POINT (106.6982785 10.7742105),106.6982785,10.7742105,313.36572265625,40.21572265625002,0.060100018978118896,2.7639999389648438,-1.968460830549219,-5.0937595104842615,2.5876864966945035,2581.5,0.06350589640985065,0.16201851746019652,13.0,0.9906096624289978,2.0
411918297,10.7672699,106.7012369,3,,,,POINT (106.7012369 10.7672699),106.7012369,10.7672699,314.88677978515625,41.73677978515627,0.0660400390625,2.785599946975708,-4.010248201069928,-9.534051204807284,2.3774217272296547,2971.3999999999996,0.015979593944375987,0.15811388300841897,11.0,0.9935508975858558,2.0
411918298,10.7671062,106.7009417,4,,,,POINT (106.7009417 10.7671062),106.7009417,10.7671062,314.98248291015625,41.83248291015627,0.06461000442504883,2.780400037765503,-5.741875728740041,-10.66419027340568,1.8572659488305852,3306.25,0.011770313041841923,0.158113883008419,10.0,0.9965095263885451,2.0
411918303,10.7659759,106.6943506,1,,,,POINT (106.6943506 10.7659759),106.6943506,10.7659759,314.64068603515625,41.49068603515627,0.048192501068115234,2.7207000255584717,-0.5360384993600178,-8.720114646787124,16.267702146764016,2797.2000000000003,0.04250034988792389,0.15811388300841897,12.0,0.9936309476490065,2.0
411918316,10.7703493,106.693142,1,,,,POINT (106.693142 10.7703493),106.693142,10.7703493,312.66845703125,39.51845703125002,0.06373000144958496,2.7771999835968018,1.3180362640806322,-3.5392911862613374,-2.6852760297381453,3024.2,0.012841795830698133,0.15811388300841897,16.0,0.9991266720727985,2.0
411918319,10.7711107,106.6929583,3,,,,POINT (106.6929583 10.7711107),106.6929583,10.7711107,314.2475891113281,41.09758911132815,0.06799250841140747,2.7926998138427734,1.6268427580779132,-5.944302626389046,-3.6538888573423884,4221.999999999999,0.0026545908983888525,0.15811388300841892,14.0,0.9924410770436422,2.0
411918326,10.7715668,106.7055005,3,,,,POINT (106.7055005 10.7715668),106.7055005,10.7715668,312.10107421875,38.95107421875002,0.05526000261306763,2.7463998794555664,1.8249510252743164,-2.3291124781810453,-1.2762602644807666,2189.949999999999,0.03313426245808582,0.15811388300841892,11.0,0.9801538022018336,2.0
