uid,file_name,rel_dir,total_pixels,count_other,pct_other,count_vegetation,pct_vegetation,count_sky,pct_sky,count_building,pct_building,count_pavement_road,pct_pavement_road,count_water,pct_water,count_vehicle_clutter,pct_vehicle_clutter
3038,superclass_3038.png,district_1/ben_thanh,409600,352503,0.86060302734375,10360,0.02529296875,186,0.0004541015625,617,0.00150634765625,22018,0.0537548828125,23916,0.058388671875,0,0.0
3039,superclass_3039.png,district_1/ben_thanh,409600,371688,0.90744140625,4633,0.01131103515625,49,0.00011962890625,581,0.00141845703125,7256,0.01771484375,25393,0.06199462890625,0,0.0
3040,superclass_3040.png,district_1/ben_thanh,409600,367855,0.89808349609375,2160,0.0052734375,20,4.8828125e-05,1659,0.00405029296875,7827,0.01910888671875,30079,0.07343505859375,0,0.0
3041,superclass_3041.png,district_1/ben_thanh,409600,289500,0.706787109375,2651,0.00647216796875,85,0.00020751953125,1715,0.00418701171875,87772,0.214287109375,27877,0.06805908203125,0,0.0
3042,superclass_3042.png,district_1/ben_thanh,409600,378696,0.92455078125,3932,0.009599609375,70,0.0001708984375,935,0.00228271484375,7070,0.0172607421875,18897,0.04613525390625,0,0.0
3043,superclass_3043.png,district_1/ben_thanh,409600,304503,0.74341552734375,5701,0.01391845703125,53,0.00012939453125,1206,0.0029443359375,38043,0.09287841796875,60094,0.1467138671875,0,0.0
3044,superclass_3044.png,district_1/ben_thanh,409600,381802,0.9321337890625,2147,0.00524169921875,0,0.0,1364,0.003330078125,5149,0.01257080078125,19138,0.0467236328125,0,0.0
3045,superclass_3045.png,district_1/ben_thanh,409600,402617,0.98295166015625,461,0.00112548828125,2,4.8828125e-06,1188,0.002900390625,2049,0.00500244140625,3283,0.00801513671875,0,0.0
3046,superclass_3046.png,district_1/ben_thanh,409600,365065,0.89127197265625,6844,0.016708984375,0,0.0,482,0.0011767578125,8233,0.02010009765625,28976,0.0707421875,0,0.0
3047,superclass_3047.png,district_1/ben_thanh,409600,361679,0.88300537109375,5849,0.01427978515625,4,9.765625e-06,2129,0.00519775390625,8268,0.020185546875,31671,0.07732177734375,0,0.0
3048,superclass_3048.png,district_1/ben_thanh,409600,357536,0.872890625,4212,0.010283203125,70,0.0001708984375,669,0.00163330078125,16777,0.04095947265625,30336,0.0740625,0,0.0
3049,superclass_3049.png,district_1/ben_thanh,409600,332878,0.8126904296875,10560,0.02578125,42,0.0001025390625,1880,0.00458984375,28981,0.07075439453125,35259,0.08608154296875,0,0.0
