osmid,y,x,street_count,highway,ref,railway,geometry
366367367,10.8139013,106.7324492,1,,,,POINT (106.7324492 10.8139013)
366368182,10.7421444,106.6709134,3,,,,POINT (106.6709134 10.7421444)
366368194,10.7902412,106.7095438,3,,,,POINT (106.7095438 10.7902412)
366368313,10.7546276,106.6841396,4,,,,POINT (106.6841396 10.7546276)
366368540,10.742907,106.6727592,4,,,,POINT (106.6727592 10.742907)
366368861,10.8081057,106.7290197,4,,,,POINT (106.7290197 10.8081057)
366368862,10.7307777,106.6469638,3,,,,POINT (106.6469638 10.7307777)
366369015,10.7916014,106.7332519,3,,,,POINT (106.7332519 10.7916014)
366369081,10.8120658,106.724416,3,,,,POINT (106.724416 10.8120658)
366369338,10.7270634,106.6519265,3,,,,POINT (106.6519265 10.7270634)
366369490,10.7397161,106.6620327,3,,,,POINT (106.6620327 10.7397161)
366369560,10.7896273,106.7514137,3,,,,POINT (106.7514137 10.7896273)
366369671,10.7399661,106.6619589,3,,,,POINT (106.6619589 10.7399661)
366369725,10.7935921,106.7306955,3,,,,POINT (106.7306955 10.7935921)
366369985,10.7136788,106.6297972,3,,,,POINT (106.6297972 10.7136788)
366370535,10.7568212,106.7181837,3,,,,POINT (106.7181837 10.7568212)
366370560,10.7981031,106.6886003,4,traffic_signals,,,POINT (106.6886003 10.7981031)
366370602,10.7409177,106.6374738,3,,,,POINT (106.6374738 10.7409177)
366370739,10.7661983,106.7782177,3,,,,POINT (106.7782177 10.7661983)
366370816,10.7448996,106.6754152,3,,,,POINT (106.6754152 10.7448996)
366370895,10.8051544,106.7502282,3,,,,POINT (106.7502282 10.8051544)
366371081,10.7831326,106.7638553,3,,,,POINT (106.7638553 10.7831326)
366371143,10.7949188,106.7349083,3,,,,POINT (106.7349083 10.7949188)
366371637,10.7495382,106.6590002,4,,,,POINT (106.6590002 10.7495382)
366371661,10.7617442,106.7308645,1,,,,POINT (106.7308645 10.7617442)
366371894,10.8041878,106.7370982,3,,,,POINT (106.7370982 10.8041878)
366372116,10.7923995,106.7080833,3,,,,POINT (106.7080833 10.7923995)
366372118,10.7431712,106.6742065,4,,,,POINT (106.6742065 10.7431712)
366372283,10.7507611,106.6556852,3,,,,POINT (106.6556852 10.7507611)
366372316,10.7869319,106.7638643,3,,,,POINT (106.7638643 10.7869319)
366372348,10.7650406,106.7828595,3,,,,POINT (106.7828595 10.7650406)
366372405,10.7516447,106.6940276,3,,,,POINT (106.6940276 10.7516447)
366372469,10.8119038,106.7254587,3,,,,POINT (106.7254587 10.8119038)
366373362,10.7985705,106.6875652,4,traffic_signals,,,POINT (106.6875652 10.7985705)
366373616,10.7299692,106.6332514,3,,,,POINT (106.6332514 10.7299692)
366373684,10.7954565,106.730999,3,,,,POINT (106.730999 10.7954565)
366373884,10.7164385,106.6288257,4,,,,POINT (106.6288257 10.7164385)
366373925,10.7189054,106.6199394,3,,,,POINT (106.6199394 10.7189054)
366374189,10.8124174,106.7252907,3,,,,POINT (106.7252907 10.8124174)
366374297,10.7478943,106.6494144,4,,,,POINT (106.6494144 10.7478943)
366374482,10.7837428,106.7703209,3,,,,POINT (106.7703209 10.7837428)
366374786,10.7957507,106.6982258,3,,,,POINT (106.6982258 10.7957507)
366374900,10.7411038,106.6401923,3,,,,POINT (106.6401923 10.7411038)
366375026,10.7455813,106.6585792,3,,,,POINT (106.6585792 10.7455813)
366375173,10.7923958,106.7060718,3,,,,POINT (106.7060718 10.7923958)
366375434,10.7427109,106.671596,3,,,,POINT (106.671596 10.7427109)
366375817,10.6964974,106.5944085,4,,,,POINT (106.5944085 10.6964974)
366376331,10.7881926,106.7741968,3,,,,POINT (106.7741968 10.7881926)
366376445,10.7452074,106.6522154,3,,,,POINT (106.6522154 10.7452074)
366376502,10.7469876,106.6726632,3,,,,POINT (106.6726632 10.7469876)
366376560,10.8060519,106.7312019,4,,,,POINT (106.7312019 10.8060519)
366376803,10.7282458,106.6324605,3,,,,POINT (106.6324605 10.7282458)
366376872,10.7403219,106.6599962,4,,,,POINT (106.6599962 10.7403219)
366377032,10.7159432,106.6298803,3,,,,POINT (106.6298803 10.7159432)
366377079,10.779405,106.7645969,3,,,,POINT (106.7645969 10.779405)
366377293,10.795057,106.6989396,3,,,,POINT (106.6989396 10.795057)
366377295,10.7425566,106.6450043,3,,,,POINT (106.6450043 10.7425566)
366377989,10.7477542,106.6634864,3,,,,POINT (106.6634864 10.7477542)
366378008,10.8141687,106.7263224,4,,,,POINT (106.7263224 10.8141687)
366378120,10.7071293,106.6268768,3,,,,POINT (106.6268768 10.7071293)
366378323,10.7424604,106.6522265,3,,,,POINT (106.6522265 10.7424604)
366378659,10.7538468,106.6842732,3,,,,POINT (106.6842732 10.7538468)
366378835,10.8056696,106.7301744,3,,,,POINT (106.7301744 10.8056696)
366378988,10.7960852,106.690656,3,,,,POINT (106.690656 10.7960852)
366379201,10.7935659,106.7346394,3,,,,POINT (106.7346394 10.7935659)
366379240,10.716349,106.6267289,3,,,,POINT (106.6267289 10.716349)
366379307,10.7381227,106.6663242,3,,,,POINT (106.6663242 10.7381227)
366379323,10.7800344,106.7688637,3,,,,POINT (106.7688637 10.7800344)
366379430,10.7773722,106.7676993,3,,,,POINT (106.7676993 10.7773722)
366379450,10.748302,106.665162,4,,,,POINT (106.665162 10.748302)
366380108,10.7472906,106.6620875,3,,,,POINT (106.6620875 10.7472906)
366380192,10.7927102,106.7103483,3,,,,POINT (106.7103483 10.7927102)
366380602,10.7211857,106.6367173,1,,,,POINT (106.6367173 10.7211857)
366380878,10.7506687,106.6584267,3,,,,POINT (106.6584267 10.7506687)
366381001,10.7619609,106.7018856,4,,,,POINT (106.7018856 10.7619609)
366381209,10.7517068,106.6946553,3,,,,POINT (106.6946553 10.7517068)
366381483,10.78373,106.7678413,3,,,,POINT (106.7678413 10.78373)
366381771,10.7446235,106.6858274,3,,,,POINT (106.6858274 10.7446235)
366381781,10.792187,106.7084784,3,,,,POINT (106.7084784 10.792187)
366381792,10.7513651,106.6779348,3,,,,POINT (106.6779348 10.7513651)
366381833,10.7347847,106.6348015,3,,,,POINT (106.6348015 10.7347847)
366381855,10.8020196,106.778895,4,,,,POINT (106.778895 10.8020196)
366383425,10.7571246,106.717736,3,,,,POINT (106.717736 10.7571246)
366383622,10.7422402,106.6689887,3,,,,POINT (106.6689887 10.7422402)
366383749,10.7599311,106.7127004,3,,,,POINT (106.7127004 10.7599311)
366383763,10.7437359,106.6718252,4,,,,POINT (106.6718252 10.7437359)
366383803,10.7632808,106.7020981,3,,,,POINT (106.7020981 10.7632808)
366383949,10.7482816,106.6817654,3,,,,POINT (106.6817654 10.7482816)
366384298,10.7364597,106.6715783,3,,,,POINT (106.6715783 10.7364597)
366384627,10.7874751,106.7144668,3,,,,POINT (106.7144668 10.7874751)
366384631,10.7769296,106.7730944,3,,,,POINT (106.7730944 10.7769296)
366384640,10.7772928,106.7663968,3,,,,POINT (106.7663968 10.7772928)
366384662,10.6868242,106.5953573,3,,,,POINT (106.5953573 10.6868242)
366384783,10.7404338,106.6431987,1,,,,POINT (106.6431987 10.7404338)
366384793,10.8143653,106.7310983,3,,,,POINT (106.7310983 10.8143653)
366384822,10.8054245,106.7294185,3,,,,POINT (106.7294185 10.8054245)
366384833,10.7465139,106.6784512,3,,,,POINT (106.6784512 10.7465139)
366384879,10.7893649,106.7085295,4,,,,POINT (106.7085295 10.7893649)
366384981,10.8123397,106.7344729,3,,,,POINT (106.7344729 10.8123397)
366385016,10.7430365,106.6735461,3,,,,POINT (106.6735461 10.7430365)
366385031,10.8052739,106.7313377,3,,,,POINT (106.7313377 10.8052739)
366385164,10.8035666,106.7336814,3,,,,POINT (106.7336814 10.8035666)
366385222,10.7471524,106.6556181,3,,,,POINT (106.6556181 10.7471524)
366385916,10.813658,106.7306592,3,,,,POINT (106.7306592 10.813658)
366386086,10.7902922,106.7086951,3,,,,POINT (106.7086951 10.7902922)
366386196,10.75477,106.6789407,4,,,,POINT (106.6789407 10.75477)
366386216,10.7653137,106.7086437,3,,,,POINT (106.7086437 10.7653137)
366386510,10.7060319,106.6263293,4,,,,POINT (106.6263293 10.7060319)
366386635,10.7660514,106.7798142,4,,,,POINT (106.7798142 10.7660514)
366386699,10.804447,106.7285728,3,,,,POINT (106.7285728 10.804447)
366386713,10.7326053,106.6516185,3,,,,POINT (106.6516185 10.7326053)
366386819,10.8044609,106.7294548,1,,,,POINT (106.7294548 10.8044609)
366386849,10.8033332,106.7480951,3,,,,POINT (106.7480951 10.8033332)
366386873,10.7473278,106.6636437,3,,,,POINT (106.6636437 10.7473278)
366387304,10.7424798,106.6728237,4,,,,POINT (106.6728237 10.7424798)
366387305,10.7753878,106.7804449,3,,,,POINT (106.7804449 10.7753878)
366387329,10.7112515,106.617905,3,,,,POINT (106.617905 10.7112515)
366387530,10.737559,106.6433388,3,,,,POINT (106.6433388 10.737559)
366387544,10.7458993,106.6550922,3,,,,POINT (106.6550922 10.7458993)
366387557,10.7954249,106.7339621,3,,,,POINT (106.7339621 10.7954249)
366387719,10.7833027,106.7653555,3,,,,POINT (106.7653555 10.7833027)
366387731,10.7964972,106.7303426,3,,,,POINT (106.7303426 10.7964972)
366388114,10.7581071,106.7337722,3,,,,POINT (106.7337722 10.7581071)
366388178,10.7897188,106.7086153,3,,,,POINT (106.7086153 10.7897188)
366388339,10.745546,106.6502265,4,,,,POINT (106.6502265 10.745546)
366389416,10.8049918,106.726408,3,,,,POINT (106.726408 10.8049918)
366389418,10.7085408,106.6181624,1,,,,POINT (106.6181624 10.7085408)
366389762,10.7927261,106.7074335,5,traffic_signals,,,POINT (106.7074335 10.7927261)
366389869,10.7491382,106.656241,3,,,,POINT (106.656241 10.7491382)
366389914,10.7441863,106.6736675,3,,,,POINT (106.6736675 10.7441863)
366390029,10.7362301,106.6389944,3,,,,POINT (106.6389944 10.7362301)
366390059,10.782791,106.7589087,3,,,,POINT (106.7589087 10.782791)
366390152,10.7920357,106.7327177,3,,,,POINT (106.7327177 10.7920357)
366391039,10.7439659,106.6647761,3,,,,POINT (106.6647761 10.7439659)
366391051,10.7356638,106.6665851,3,,,,POINT (106.6665851 10.7356638)
366391686,10.736946,106.6630553,3,,,,POINT (106.6630553 10.736946)
366392036,10.788606,106.7698823,3,,,,POINT (106.7698823 10.788606)
366392103,10.8170308,106.7290503,3,,,,POINT (106.7290503 10.8170308)
366392639,10.7863594,106.7562398,3,,,,POINT (106.7562398 10.7863594)
366392670,10.7909051,106.7099441,4,,,,POINT (106.7099441 10.7909051)
366392767,10.7873615,106.7337274,3,,,,POINT (106.7337274 10.7873615)
366392771,10.7373845,106.6722759,4,,,,POINT (106.6722759 10.7373845)
366392974,10.8126007,106.7322188,3,,,,POINT (106.7322188 10.8126007)
366393067,10.8047619,106.7399329,3,,,,POINT (106.7399329 10.8047619)
366393473,10.7391164,106.6665928,3,,,,POINT (106.6665928 10.7391164)
366397116,10.7459893,106.6676293,3,,,,POINT (106.6676293 10.7459893)
366397414,10.7403691,106.671616,3,,,,POINT (106.671616 10.7403691)
366397632,10.8066124,106.7483538,3,,,,POINT (106.7483538 10.8066124)
366398129,10.794597,106.7373734,3,,,,POINT (106.7373734 10.794597)
366398304,10.7369824,106.6672025,4,,,,POINT (106.6672025 10.7369824)
366398329,10.7922672,106.7101949,3,,,,POINT (106.7101949 10.7922672)
366398340,10.7965524,106.7311872,3,,,,POINT (106.7311872 10.7965524)
366398420,10.7472161,106.6509445,3,,,,POINT (106.6509445 10.7472161)
366398604,10.7489618,106.6650573,3,,,,POINT (106.6650573 10.7489618)
366398700,10.7508871,106.6574358,4,,,,POINT (106.6574358 10.7508871)
366398727,10.7876751,106.7635791,3,,,,POINT (106.7635791 10.7876751)
366398791,10.7490642,106.6767422,3,,,,POINT (106.6767422 10.7490642)
366398983,10.7439895,106.6729623,3,,,,POINT (106.6729623 10.7439895)
366398998,10.779993,106.7754933,3,,,,POINT (106.7754933 10.779993)
366399118,10.7367769,106.6314398,3,,,,POINT (106.6314398 10.7367769)
366399988,10.7450419,106.6867292,3,,,,POINT (106.6867292 10.7450419)
366400022,10.742574,106.670861,3,,,,POINT (106.670861 10.742574)
366400136,10.8112236,106.7696958,3,,,,POINT (106.7696958 10.8112236)
366400192,10.7638383,106.7672042,1,,,,POINT (106.7672042 10.7638383)
366400600,10.7130942,106.6266176,3,,,,POINT (106.6266176 10.7130942)
366400735,10.7190198,106.6193326,3,,,,POINT (106.6193326 10.7190198)
366400824,10.7785054,106.7742929,3,,,,POINT (106.7742929 10.7785054)
366400904,10.7452906,106.6616261,3,,,,POINT (106.6616261 10.7452906)
366400932,10.7411241,106.6719026,4,,,,POINT (106.6719026 10.7411241)
366401015,10.7608356,106.7144153,1,,,,POINT (106.7144153 10.7608356)
366401257,10.7623639,106.7016445,3,,,,POINT (106.7016445 10.7623639)
366401537,10.755048,106.7279457,3,,,,POINT (106.7279457 10.755048)
366401727,10.7471671,106.6617798,3,,,,POINT (106.6617798 10.7471671)
366401783,10.7112177,106.6215054,3,,,,POINT (106.6215054 10.7112177)
366401801,10.7243155,106.6314956,3,,,,POINT (106.6314956 10.7243155)
366401927,10.7319133,106.6560975,4,,,,POINT (106.6560975 10.7319133)
366402138,10.7977749,106.6872179,4,,,,POINT (106.6872179 10.7977749)
366402221,10.7416281,106.6598264,3,,,,POINT (106.6598264 10.7416281)
366402396,10.8039263,106.7317751,3,,,,POINT (106.7317751 10.8039263)
366402428,10.7939042,106.7333952,3,,,,POINT (106.7333952 10.7939042)
366402545,10.8045004,106.728909,3,,,,POINT (106.728909 10.8045004)
366403237,10.7936067,106.7342099,3,,,,POINT (106.7342099 10.7936067)
366403735,10.7874437,106.7138817,3,,,,POINT (106.7138817 10.7874437)
366403866,10.8174489,106.7305927,3,,,,POINT (106.7305927 10.8174489)
366404002,10.7620512,106.7843792,4,,,,POINT (106.7843792 10.7620512)
366404036,10.8033179,106.7323142,3,,,,POINT (106.7323142 10.8033179)
366404053,10.7384479,106.6427423,3,,,,POINT (106.6427423 10.7384479)
366404092,10.7973149,106.7313426,3,,,,POINT (106.7313426 10.7973149)
366404094,10.7530346,106.6614108,4,,,,POINT (106.6614108 10.7530346)
366404136,10.7891008,106.778613,3,,,,POINT (106.778613 10.7891008)
366404271,10.7844053,106.7292413,3,,,,POINT (106.7292413 10.7844053)
366404279,10.7999582,106.6867574,4,,,,POINT (106.6867574 10.7999582)
366404348,10.8054285,106.7452838,3,,,,POINT (106.7452838 10.8054285)
366404353,10.7620752,106.7090458,3,,,,POINT (106.7090458 10.7620752)
366404399,10.7617216,106.7022356,3,,,,POINT (106.7022356 10.7617216)
366404407,10.8127342,106.7336885,3,,,,POINT (106.7336885 10.8127342)
366404448,10.7641409,106.7013583,3,,,,POINT (106.7013583 10.7641409)
366404499,10.7642332,106.7095161,1,,,,POINT (106.7095161 10.7642332)
366404537,10.7667788,106.7064231,3,,,,POINT (106.7064231 10.7667788)
366404558,10.8028457,106.7294937,4,,,,POINT (106.7294937 10.8028457)
366404915,10.7915021,106.7143268,3,,,,POINT (106.7143268 10.7915021)
366404924,10.8133457,106.7249272,3,,,,POINT (106.7249272 10.8133457)
366404990,10.7370736,106.6724974,4,,,,POINT (106.6724974 10.7370736)
366405000,10.7456873,106.6728922,3,,,,POINT (106.6728922 10.7456873)
366405033,10.7180574,106.6192157,3,crossing,,,POINT (106.6192157 10.7180574)
366405051,10.7270161,106.6533883,3,,,,POINT (106.6533883 10.7270161)
366405093,10.7658286,106.776339,3,,,,POINT (106.776339 10.7658286)
366405166,10.7440187,106.64313,4,,,,POINT (106.64313 10.7440187)
366405283,10.7442883,106.673993,4,,,,POINT (106.673993 10.7442883)
366405578,10.8117301,106.7264221,3,,,,POINT (106.7264221 10.8117301)
366405853,10.7483582,106.6498825,3,,,,POINT (106.6498825 10.7483582)
366405873,10.8120492,106.7329155,4,,,,POINT (106.7329155 10.8120492)
366406208,10.7897002,106.708346,3,,,,POINT (106.708346 10.7897002)
366406323,10.7505849,106.6748915,4,,,,POINT (106.6748915 10.7505849)
366406635,10.7257975,106.6514,4,,,,POINT (106.6514 10.7257975)
366407040,10.7832062,106.7739324,4,,,,POINT (106.7739324 10.7832062)
366407697,10.7947682,106.7093592,3,,,,POINT (106.7093592 10.7947682)
366407975,10.7893073,106.7375311,4,,,,POINT (106.7375311 10.7893073)
366408126,10.8174307,106.7312554,3,,,,POINT (106.7312554 10.8174307)
366408515,10.811846,106.7258052,3,,,,POINT (106.7258052 10.811846)
366409385,10.7387729,106.6623972,3,,,,POINT (106.6623972 10.7387729)
366409468,10.7378492,106.6345019,4,,,,POINT (106.6345019 10.7378492)
366409489,10.8147221,106.7327875,4,,,,POINT (106.7327875 10.8147221)
366409847,10.7930581,106.7351678,3,,,,POINT (106.7351678 10.7930581)
366409925,10.8029189,106.7457652,4,,,,POINT (106.7457652 10.8029189)
366409983,10.8138557,106.7338618,1,,,,POINT (106.7338618 10.8138557)
366410196,10.7658008,106.7022746,3,,,,POINT (106.7022746 10.7658008)
366410298,10.7460743,106.6537092,3,,,,POINT (106.6537092 10.7460743)
366410948,10.7379811,106.6669159,3,,,,POINT (106.6669159 10.7379811)
366411036,10.742434,106.6700748,4,,,,POINT (106.6700748 10.742434)
366411631,10.7902283,106.7099177,3,,,,POINT (106.7099177 10.7902283)
366411665,10.741078,106.6431937,3,,,,POINT (106.6431937 10.741078)
366411681,10.8044774,106.7435063,1,,,,POINT (106.7435063 10.8044774)
366411746,10.7409917,106.671091,4,,,,POINT (106.671091 10.7409917)
366411899,10.7493905,106.6609723,3,,,,POINT (106.6609723 10.7493905)
366412013,10.7097437,106.6302497,1,,,,POINT (106.6302497 10.7097437)
366412059,10.7469028,106.6598654,4,,,,POINT (106.6598654 10.7469028)
366412225,10.7831271,106.7646311,3,,,,POINT (106.7646311 10.7831271)
366412344,10.7340379,106.6555465,4,,,,POINT (106.6555465 10.7340379)
366412361,10.7834106,106.7579133,3,,,,POINT (106.7579133 10.7834106)
366412572,10.7566655,106.7188494,3,,,,POINT (106.7188494 10.7566655)
366412575,10.8066349,106.7411987,3,,,,POINT (106.7411987 10.8066349)
366412701,10.7983367,106.7292266,3,,,,POINT (106.7292266 10.7983367)
366412827,10.7479055,106.6615805,3,,,,POINT (106.6615805 10.7479055)
366412853,10.8096988,106.7271379,3,,,,POINT (106.7271379 10.8096988)
366412953,10.7258945,106.6367629,3,,,,POINT (106.6367629 10.7258945)
366413460,10.7440938,106.6733499,3,,,,POINT (106.6733499 10.7440938)
366413534,10.7121309,106.6279299,3,,,,POINT (106.6279299 10.7121309)
366413598,10.7956827,106.6961876,3,,,,POINT (106.6961876 10.7956827)
366413639,10.7643284,106.7053404,4,,,,POINT (106.7053404 10.7643284)
366413827,10.7663629,106.7055861,3,,,,POINT (106.7055861 10.7663629)
366413978,10.7184498,106.6298084,3,,,,POINT (106.6298084 10.7184498)
366414422,10.7926449,106.7051728,3,,,,POINT (106.7051728 10.7926449)
366414433,10.7368026,106.6667002,4,,,,POINT (106.6667002 10.7368026)
366414596,10.7580296,106.6997619,4,,,,POINT (106.6997619 10.7580296)
366414682,10.7943812,106.6846656,1,,,,POINT (106.6846656 10.7943812)
366415395,10.7325279,106.6542032,3,,,,POINT (106.6542032 10.7325279)
366415437,10.8129614,106.7342537,4,,,,POINT (106.7342537 10.8129614)
366415484,10.807838,106.7337629,4,,,,POINT (106.7337629 10.807838)
366415716,10.7310746,106.6560606,3,,,,POINT (106.6560606 10.7310746)
366415723,10.7411178,106.6574759,3,,,,POINT (106.6574759 10.7411178)
366415781,10.7133847,106.6252809,3,,,,POINT (106.6252809 10.7133847)
366415997,10.7296589,106.6534736,4,,,,POINT (106.6534736 10.7296589)
366416137,10.7534646,106.6694971,5,,,,POINT (106.6694971 10.7534646)
366416507,10.7492677,106.6559147,3,,,,POINT (106.6559147 10.7492677)
366416924,10.7494239,106.6582881,4,,,,POINT (106.6582881 10.7494239)
366417145,10.7594002,106.7356016,3,,,,POINT (106.7356016 10.7594002)
366417204,10.7333413,106.6408231,3,,,,POINT (106.6408231 10.7333413)
366417336,10.7920001,106.7088467,5,,,,POINT (106.7088467 10.7920001)
366417404,10.8047142,106.747476,4,,,,POINT (106.747476 10.8047142)
366417406,10.8065856,106.7257786,3,,,,POINT (106.7257786 10.8065856)
366417459,10.8074243,106.7378479,4,,,,POINT (106.7378479 10.8074243)
366417465,10.7341606,106.6592112,3,,,,POINT (106.6592112 10.7341606)
366417607,10.7951533,106.7349824,3,,,,POINT (106.7349824 10.7951533)
366417857,10.7433941,106.669906,3,,,,POINT (106.669906 10.7433941)
366418449,10.7341368,106.6584612,4,,,,POINT (106.6584612 10.7341368)
366418490,10.7295678,106.6371443,3,,,,POINT (106.6371443 10.7295678)
366418633,10.7458788,106.6706551,4,,,,POINT (106.6706551 10.7458788)
366418906,10.7626244,106.6790625,4,,,,POINT (106.6790625 10.7626244)
366418964,10.8112032,106.7263389,3,,,,POINT (106.7263389 10.8112032)
366419012,10.7658998,106.7046356,4,,,,POINT (106.7046356 10.7658998)
366419101,10.7418345,106.6689969,3,,,,POINT (106.6689969 10.7418345)
366419201,10.745817,106.6667901,3,,,,POINT (106.6667901 10.745817)
366419225,10.7858999,106.7127789,1,,,,POINT (106.7127789 10.7858999)
366419275,10.7107307,106.6286699,3,,,,POINT (106.6286699 10.7107307)
366419419,10.7915506,106.7478047,4,,,,POINT (106.7478047 10.7915506)
366419844,10.7959763,106.6914469,3,,,,POINT (106.6914469 10.7959763)
366420050,10.7612366,106.7028227,3,,,,POINT (106.7028227 10.7612366)
366420087,10.7467784,106.6647545,3,,,,POINT (106.6647545 10.7467784)
366420139,10.8056658,106.7365846,3,,,,POINT (106.7365846 10.8056658)
366420414,10.7933274,106.7343925,3,,,,POINT (106.7343925 10.7933274)
366420446,10.8130113,106.724419,3,,,,POINT (106.724419 10.8130113)
366420449,10.8039116,106.7269678,3,,,,POINT (106.7269678 10.8039116)
366420486,10.8145885,106.7337689,3,,,,POINT (106.7337689 10.8145885)
366420568,10.7406495,106.6689546,3,,,,POINT (106.6689546 10.7406495)
366420769,10.8141346,106.7327848,3,,,,POINT (106.7327848 10.8141346)
366420808,10.7420252,106.655505,3,,,,POINT (106.655505 10.7420252)
366420810,10.741715,106.6706043,4,,,,POINT (106.6706043 10.741715)
366420887,10.7457556,106.6612087,3,,,,POINT (106.6612087 10.7457556)
366421018,10.8073424,106.7254585,3,,,,POINT (106.7254585 10.8073424)
366421234,10.7982309,106.6861489,4,,,,POINT (106.6861489 10.7982309)
366421302,10.7604373,106.7131484,4,,,,POINT (106.7131484 10.7604373)
366421376,10.7978339,106.6861185,3,,,,POINT (106.6861185 10.7978339)
366421435,10.7972539,106.6912895,3,,,,POINT (106.6912895 10.7972539)
366421670,10.7465121,106.6496934,4,,,,POINT (106.6496934 10.7465121)
366421855,10.7359156,106.6338304,3,,,,POINT (106.6338304 10.7359156)
366421962,10.797113,106.6937195,3,,,,POINT (106.6937195 10.797113)
366422213,10.7785287,106.76506,3,,,,POINT (106.76506 10.7785287)
366422618,10.7947526,106.6832995,3,,,,POINT (106.6832995 10.7947526)
366422719,10.7378014,106.6655933,4,,,,POINT (106.6655933 10.7378014)
366422912,10.7444852,106.6526963,3,,,,POINT (106.6526963 10.7444852)
366423043,10.7315598,106.6750496,3,,,,POINT (106.6750496 10.7315598)
366423099,10.7660743,106.7771747,3,,,,POINT (106.7771747 10.7660743)
366423107,10.7507543,106.6755498,3,,,,POINT (106.6755498 10.7507543)
366423122,10.7415157,106.6543982,3,,,,POINT (106.6543982 10.7415157)
366423277,10.712833,106.6237507,3,,,,POINT (106.6237507 10.712833)
366423538,10.7495024,106.6672528,3,,,,POINT (106.6672528 10.7495024)
366423541,10.737368,106.6657614,3,,,,POINT (106.6657614 10.737368)
366423543,10.7761659,106.7761533,3,,,,POINT (106.7761533 10.7761659)
366424492,10.7149032,106.6253503,3,,,,POINT (106.6253503 10.7149032)
366424505,10.724945,106.6246569,3,,,,POINT (106.6246569 10.724945)
366426046,10.7177638,106.6312074,3,,,,POINT (106.6312074 10.7177638)
366426118,10.7994606,106.6909452,4,,,,POINT (106.6909452 10.7994606)
366426213,10.7432221,106.6689942,3,,,,POINT (106.6689942 10.7432221)
366426356,10.7129899,106.6264234,3,,,,POINT (106.6264234 10.7129899)
366426378,10.7942852,106.7335397,3,,,,POINT (106.7335397 10.7942852)
366426543,10.7546427,106.6744938,4,,,,POINT (106.6744938 10.7546427)
366426625,10.7627402,106.7768534,4,,,,POINT (106.7768534 10.7627402)
366426921,10.7944116,106.73494,3,,,,POINT (106.73494 10.7944116)
366427033,10.7374878,106.6338097,4,,,,POINT (106.6338097 10.7374878)
366427189,10.7483204,106.6841313,3,,,,POINT (106.6841313 10.7483204)
366427232,10.7823629,106.7600083,3,,,,POINT (106.7600083 10.7823629)
366427397,10.7327421,106.6400555,3,,,,POINT (106.6400555 10.7327421)
366427436,10.7886468,106.7550777,3,,,,POINT (106.7550777 10.7886468)
366427554,10.7888731,106.7311422,3,,,,POINT (106.7311422 10.7888731)
366427654,10.8029056,106.7298417,3,,,,POINT (106.7298417 10.8029056)
366427884,10.7424619,106.6568058,3,,,,POINT (106.6568058 10.7424619)
366427918,10.7499864,106.678632,3,,,,POINT (106.678632 10.7499864)
366428051,10.7246746,106.6308271,3,,,,POINT (106.6308271 10.7246746)
366428195,10.7876275,106.715324,3,,,,POINT (106.715324 10.7876275)
366428261,10.7429709,106.6731609,3,,,,POINT (106.6731609 10.7429709)
366428596,10.7427292,106.6742514,4,,,,POINT (106.6742514 10.7427292)
366428636,10.7837313,106.7711582,3,,,,POINT (106.7711582 10.7837313)
366428696,10.8066465,106.7347935,3,,,,POINT (106.7347935 10.8066465)
366428765,10.7956249,106.7379205,3,,,,POINT (106.7379205 10.7956249)
366428785,10.7972858,106.685458,3,,,,POINT (106.685458 10.7972858)
366428802,10.7482289,106.6577033,3,,,,POINT (106.6577033 10.7482289)
366428823,10.7138936,106.6162436,3,,,,POINT (106.6162436 10.7138936)
366428961,10.7420871,106.6705513,4,,,,POINT (106.6705513 10.7420871)
366429054,10.740169,106.6689664,3,,,,POINT (106.6689664 10.740169)
366429355,10.7295324,106.6436381,3,,,,POINT (106.6436381 10.7295324)
366429401,10.7412384,106.6580283,3,,,,POINT (106.6580283 10.7412384)
366429536,10.7974272,106.6870617,4,,,,POINT (106.6870617 10.7974272)
366429598,10.7181516,106.6222201,3,,,,POINT (106.6222201 10.7181516)
366430129,10.7489965,106.6598503,3,,,,POINT (106.6598503 10.7489965)
366430269,10.8029891,106.7303226,3,,,,POINT (106.7303226 10.8029891)
366430366,10.7391779,106.6409282,4,,,,POINT (106.6409282 10.7391779)
366430474,10.7645102,106.7010118,4,,,,POINT (106.7010118 10.7645102)
366430668,10.7340262,106.6547352,3,,,,POINT (106.6547352 10.7340262)
366430794,10.749494,106.6596609,4,,,,POINT (106.6596609 10.749494)
366431017,10.7489621,106.6699697,3,,,,POINT (106.6699697 10.7489621)
366431148,10.7414265,106.6689425,4,,,,POINT (106.6689425 10.7414265)
366431200,10.7933127,106.7336148,3,,,,POINT (106.7336148 10.7933127)
366431253,10.7743954,106.7691037,3,,,,POINT (106.7691037 10.7743954)
366431310,10.7655145,106.7831835,4,,,,POINT (106.7831835 10.7655145)
366431375,10.744748,106.6488321,4,,,,POINT (106.6488321 10.744748)
366431697,10.8123349,106.7298902,4,,,,POINT (106.7298902 10.8123349)
366431710,10.8056921,106.7467223,3,,,,POINT (106.7467223 10.8056921)
366431772,10.7435256,106.6706757,4,,,,POINT (106.6706757 10.7435256)
366432003,10.7761104,106.7746413,3,,,,POINT (106.7746413 10.7761104)
