u,v,key,osmid,highway,name,oneway,reversed,length,geometry,maxspeed,lanes,service,ref,bridge,width,tunnel,access,junction
366367367,2614430799,0,32582330,residential,Hẻm 204B Nguyễn Văn Hưởng,False,True,39.16861414088008,"LINESTRING (106.7324492 10.8139013, 106.732404 10.8138034, 106.7322674 10.8135987)",,,,,,,,,
366368182,366465322,0,32585772,residential,Bùi Điền,False,False,45.778364379659266,"LINESTRING (106.6709134 10.7421444, 106.6713271 10.7422099)",,,,,,,,,
366368182,366428961,0,32585772,residential,Bùi Điền,False,True,40.067989459418705,"LINESTRING (106.6709134 10.7421444, 106.6705513 10.7420871)",,,,,,,,,
366368182,2685998216,0,32587210,residential,Tám Danh,False,True,40.92824540267363,"LINESTRING (106.6709134 10.7421444, 106.670969 10.7417804)",,,,,,,,,
366368194,5671815972,0,32575984,residential,Đường Mê Linh,False,False,46.30288712077489,"LINESTRING (106.7095438 10.7902412, 106.7095228 10.7898253)",,,,,,,,,
366368194,366386086,0,544981806,residential,Phạm Viết Chánh,False,False,92.8759896059378,"LINESTRING (106.7095438 10.7902412, 106.7086951 10.7902922)",,,,,,,,,
366368194,5775221825,0,544981806,residential,Phạm Viết Chánh,False,True,5.9630919883754165,"LINESTRING (106.7095438 10.7902412, 106.7095982 10.7902367)",,,,,,,,,
366368313,5814336846,0,32588971,residential,Cao Đạt,False,False,64.31691425595727,"LINESTRING (106.6841396 10.7546276, 106.6835737 10.754468)",50,,,,,,,,
366368313,6468025282,0,689466826,residential,Cao Đạt,False,False,7.961716487982093,"LINESTRING (106.6841396 10.7546276, 106.6842094 10.7546482)",,,,,,,,,
366368313,6760578323,0,689466825,secondary,Nguyễn Biểu,False,True,137.7768546332388,"LINESTRING (106.6841396 10.7546276, 106.6841251 10.7547082, 106.6837109 10.7557915)",50,1,,,,,,,
366368313,5814337691,0,1186169041,secondary,Nguyễn Biểu,False,False,31.90180490736431,"LINESTRING (106.6841396 10.7546276, 106.6841794 10.7545594, 106.6842517 10.7543636)",50,1,,,,,,,
366368540,366428261,0,32576644,residential,Đào Cam Mộc,False,False,44.45570197399754,"LINESTRING (106.6727592 10.742907, 106.6731609 10.7429709)",,,,,,,,,
366368540,4200187613,0,32576644,residential,Đào Cam Mộc,False,True,45.925553916999746,"LINESTRING (106.6727592 10.742907, 106.6723442 10.7428411)",,,,,,,,,
366368540,366387304,0,32583330,residential,Đỗ Ngọc Quang,False,False,48.022316097068945,"LINESTRING (106.6727592 10.742907, 106.6728237 10.7424798)",,,,,,,,,
366368540,2685998288,0,32583330,residential,Đỗ Ngọc Quang,False,True,61.669560593805095,"LINESTRING (106.6727592 10.742907, 106.672659 10.7434528)",,,,,,,,,
366368861,4027331292,0,400110375,residential,Đường số 46,False,False,31.94322748246228,"LINESTRING (106.7290197 10.8081057, 106.7287274 10.8080962)",,,,,,,,,
366368861,8359481722,0,1188927361,residential,Trần Văn Sắc,False,False,66.44168522519108,"LINESTRING (106.7290197 10.8081057, 106.7290919 10.8075124)",,,,,,,,,
366368861,4027363938,0,1188927361,residential,Trần Văn Sắc,False,True,55.24738996255222,"LINESTRING (106.7290197 10.8081057, 106.7289443 10.808597)",,,,,,,,,
366368861,3664004627,0,32581844,residential,Đường số 46,False,True,67.22848125780867,"LINESTRING (106.7290197 10.8081057, 106.7291852 10.8081231, 106.729386 10.8081379, 106.7296293 10.8081836)",,,,,,,,,
366368862,11939288295,0,1287337309,tertiary_link,,False,True,9.74403062244401,"LINESTRING (106.6469638 10.7307777, 106.6469274 10.7308577)",,,,,,,,,
366368862,5750808485,0,1287337310,tertiary,Tạ Quang Bửu,False,False,78.05709438646204,"LINESTRING (106.6469638 10.7307777, 106.6476234 10.7310475)",,,,,,,,,
366368862,6660002107,0,1287337310,tertiary,Tạ Quang Bửu,False,True,153.4062258345413,"LINESTRING (106.6469638 10.7307777, 106.6466163 10.7306582, 106.6456589 10.7302693)",,,,,,,,,
366369015,8366715217,0,32582076,residential,Đường Số 12,False,False,73.21940650775188,"LINESTRING (106.7332519 10.7916014, 106.7328807 10.7910531)",,,,,,,,,
366369015,366472617,0,32582076,residential,Đường Số 12,False,True,19.74720757333268,"LINESTRING (106.7332519 10.7916014, 106.7332124 10.7917747)",,,,,,,,,
366369015,5738429900,0,604874277,residential,,False,False,46.90955057233171,"LINESTRING (106.7332519 10.7916014, 106.7334169 10.791445, 106.7335805 10.7913317)",,,,,,,,,
366369081,366442606,0,32583002,residential,,False,False,99.78430039618239,"LINESTRING (106.724416 10.8120658, 106.7247499 10.8129011)",,,,,,,,,
366369081,366374189,0,32583778,residential,,False,False,134.6514734439229,"LINESTRING (106.724416 10.8120658, 106.7247994 10.8119493, 106.7250216 10.811916, 106.725086 10.8119325, 106.7251236 10.8119645, 106.7252907 10.8124174)",,,,,,,,,
366369081,366420446,0,32583783,residential,,False,True,140.4113825029459,"LINESTRING (106.724416 10.8120658, 106.7240875 10.8121379, 106.724419 10.8130113)",,,,,,,,,
366369338,2495883538,0,242007517,residential,Đường số 15,False,True,57.96116186385267,"LINESTRING (106.6519265 10.7270634, 106.6519395 10.7275845)",,,,,,,,,
366369338,8367129252,0,242174355,residential,Đường Số 10,False,False,37.231311468419776,"LINESTRING (106.6519265 10.7270634, 106.6522671 10.7270524)",,,,,,,,,
366369338,366443475,0,242174355,residential,Đường Số 10,False,True,51.49050213360856,"LINESTRING (106.6519265 10.7270634, 106.6514552 10.7270627)",,,,,,,,,
366369490,366369671,0,686305088,tertiary,Bông Sao,False,True,28.94433990999789,"LINESTRING (106.6620327 10.7397161, 106.6619589 10.7399661)",,,,,,,,,
366369490,5763223023,0,694946373,tertiary,Bông Sao,False,False,5.887647583283891,"LINESTRING (106.6620327 10.7397161, 106.6620489 10.7396656)",,,,,,,,,
366369490,6432690895,0,705651336,tertiary,Bùi Minh Trực,False,True,132.98781937676813,"LINESTRING (106.6620327 10.7397161, 106.6608964 10.7392871)",,,,,,,,,
366369560,12861071285,0,235083025,trunk,Mai Chí Thọ,False,False,41.7423512705027,"LINESTRING (106.7514137 10.7896273, 106.7514429 10.7900016)",80,3,,,,,,,
366369560,6785918020,0,218265685,trunk,Mai Chí Thọ,False,True,161.47582860561604,"LINESTRING (106.7514137 10.7896273, 106.7512782 10.7892465, 106.7510938 10.7888451, 106.7510361 10.7887424, 106.7509684 10.7886216, 106.7509443 10.7885742, 106.7508765 10.7884565, 106.7507973 10.788311)",,,,,,,,,
366369560,2275303180,0,"[719050917, 722328863]",primary,Mai Chí Thọ,False,False,101.05819141339177,"LINESTRING (106.7514137 10.7896273, 106.7515824 10.7902202, 106.7516162 10.7903957, 106.7516379 10.7905083)",60,3,,,,,,,
366369671,6432690887,0,593694845,residential,Hẻm 90 Bông Sao,False,False,33.35794447098253,"LINESTRING (106.6619589 10.7399661, 106.6616685 10.7398734)",,,,,,,,,
366369671,366369490,0,686305088,tertiary,Bông Sao,False,False,28.94433990999789,"LINESTRING (106.6619589 10.7399661, 106.6620327 10.7397161)",,,,,,,,,
366369671,12443511354,0,686305088,tertiary,Bông Sao,False,True,19.338644760760253,"LINESTRING (106.6619589 10.7399661, 106.661898 10.7401294)",,,,,,,,,
366369725,1497312731,0,136505781,secondary_link,Trần Não,False,False,15.858444542152135,"LINESTRING (106.7306955 10.7935921, 106.7308397 10.7935755)",,,,,,,,,
366369725,2692325212,0,242014077,secondary,Trần Não,False,False,66.8265679974291,"LINESTRING (106.7306955 10.7935921, 106.7305961 10.7929991)",60,3,,,,,,,
366369725,5738226790,0,242014077,secondary,Trần Não,False,True,50.098775711711646,"LINESTRING (106.7306955 10.7935921, 106.7307679 10.794037)",60,3,,,,,,,
366369985,5750820385,0,32587533,secondary,Đường Phạm Thế Hiển,False,False,37.9835727933821,"LINESTRING (106.6297972 10.7136788, 106.6295425 10.7134463)",,2,,,,,,,
366369985,6447203632,0,32587533,secondary,Đường Phạm Thế Hiển,False,True,99.91871218713098,"LINESTRING (106.6297972 10.7136788, 106.6300794 10.7139608, 106.6304319 10.7143257)",,2,,,,,,,
366369985,5750857931,0,606585787,residential,Hẻm 3137 Phạm Thế Hiển,False,False,100.46876622304802,"LINESTRING (106.6297972 10.7136788, 106.6298295 10.7136455, 106.6304319 10.713025)",,,,,,,,,
366370535,1987338611,0,165222492,secondary,,False,True,10.944681809060954,"LINESTRING (106.7181837 10.7568212, 106.718086 10.7567994)",50,2,,,,,,,
366370535,366383425,0,242172563,primary,Nguyễn Tất Thành,False,True,59.69221244356814,"LINESTRING (106.7181837 10.7568212, 106.7178842 10.757053, 106.717736 10.7571246)",50,2,,,,,,,
366370560,474957904,0,32576891,residential,Đường Hoa Sứ,False,True,48.67946773819742,"LINESTRING (106.6886003 10.7981031, 106.6884296 10.7976987)",,,,,,,,,
366370560,13279113862,0,120276786,tertiary,Phan Xích Long,False,False,22.630551385108785,"LINESTRING (106.6886003 10.7981031, 106.6887915 10.7980247)",,,,,,,,,
366370560,366373362,0,120276786,tertiary,Phan Xích Long,False,True,124.43352695244033,"LINESTRING (106.6886003 10.7981031, 106.6875652 10.7985705)",,,,,,,,,
366370560,2408534569,0,676847358,residential,Hoa Sứ,False,True,18.750090641914518,"LINESTRING (106.6886003 10.7981031, 106.6886765 10.7982542)",,,,,,,,,
366370602,5001800304,0,32577382,tertiary,Đường Văn Thân,False,False,20.643006817378538,"LINESTRING (106.6374738 10.7409177, 106.6374117 10.7408835, 106.6373082 10.7408283)",,2,,,,,,,
366370602,5765003810,0,32577382,tertiary,Đường Văn Thân,False,True,60.225366964083534,"LINESTRING (106.6374738 10.7409177, 106.6378175 10.7411069, 106.6379547 10.7411825)",,2,,,,,,,
366370602,4582930276,0,32583394,residential,Hẻm 654 Phạm Văn Chí,False,True,122.94304653291988,"LINESTRING (106.6374738 10.7409177, 106.6376002 10.7406512, 106.6380129 10.7399481)",,,,,,,,,
366370739,5772237959,0,32586036,residential,Hẻm 10 Đường số 20,False,True,53.501075404159906,"LINESTRING (106.7782177 10.7661983, 106.777891 10.7661665, 106.7777309 10.7661459)",,,,,,,,,
366370739,11539520765,0,609390478,residential,Đường số 20,False,False,242.20615342782116,"LINESTRING (106.7782177 10.7661983, 106.7780541 10.7658998, 106.7778491 10.7655082, 106.7775188 10.7649376, 106.7772303 10.7644528, 106.7771382 10.7642962)",,,,,,,,,
366370739,7790896367,0,1030254019,residential,Đường số 20,False,False,83.62921737608691,"LINESTRING (106.7782177 10.7661983, 106.7784903 10.7662495, 106.778794 10.7666248)",,,alley,,,,,,
366370816,6432246285,0,686251546,residential,Hẻm 672 Phạm Thế Hiển,False,True,27.443791276032666,"LINESTRING (106.6754152 10.7448996, 106.6753254 10.7451301)",,,,,,,,,
366370816,6432246372,0,817084140,secondary,Phạm Thế Hiển,False,False,22.50661006859777,"LINESTRING (106.6754152 10.7448996, 106.6756044 10.7449797)",50,2,,,,,,,
366370816,6432246288,0,817084140,secondary,Phạm Thế Hiển,False,True,36.300298744381244,"LINESTRING (106.6754152 10.7448996, 106.6751108 10.7447687)",50,2,,,,,,,
366370895,5023320496,0,1079382709,residential,Đường Giang Văn Minh,False,True,5.931856386756867,"LINESTRING (106.7502282 10.8051544, 106.7502715 10.8051222)",,,,,,,,,
366370895,4027427341,0,97354489,residential,Đường 13,False,True,49.18508206415934,"LINESTRING (106.7502282 10.8051544, 106.7503547 10.8052887, 106.750534 10.8054791)",,,,,,,,,
366370895,366397632,0,1079382709,residential,Đường Giang Văn Minh,False,False,261.14696589225093,"LINESTRING (106.7502282 10.8051544, 106.7488972 10.8061865, 106.7483538 10.8066124)",,,,,,,,,
366371081,5738267293,0,32589049,tertiary,Bình Trưng,False,True,74.13058420887468,"LINESTRING (106.7638553 10.7831326, 106.763735 10.7830764, 106.7636689 10.7829515, 106.7636279 10.7827903, 106.7636603 10.7826619, 106.7636869 10.7825689)",,,,,,,,,
366371081,11414268941,0,172598075,residential,,False,True,35.51900756053765,"LINESTRING (106.7638553 10.7831326, 106.7638493 10.7834325, 106.7638476 10.7834519)",,,,,,,,,
366371081,366412225,0,504577405,tertiary,Đường Số 39,False,False,84.944269403443,"LINESTRING (106.7638553 10.7831326, 106.7640196 10.7831467, 106.7641842 10.7831559, 106.7646311 10.7831271)",,,,,,,,,
366371143,366426921,0,32579145,residential,Đường Số 6,False,False,71.49807937322466,"LINESTRING (106.7349083 10.7949188, 106.7347673 10.7944801, 106.73494 10.7944116)",,,,,,,,,
366371143,366417607,0,32581136,residential,Đường Số 6,False,True,27.302513196113143,"LINESTRING (106.7349083 10.7949188, 106.7349293 10.7949852, 106.7349824 10.7951533)",,,,,,,,,
366371143,2496923788,0,901063644,residential,Đường Số 6,False,True,102.13428938485298,"LINESTRING (106.7349083 10.7949188, 106.7353137 10.7947953, 106.7353331 10.7947636, 106.7352153 10.7944025, 106.7351994 10.7943548, 106.7351648 10.7943456)",,,,,,,,,
366371637,366416924,0,32577467,residential,Trịnh Hoài Đức,False,False,78.82393769859782,"LINESTRING (106.6590002 10.7495382, 106.6582881 10.7494239)",50,,,,,,,,
366371637,2899058077,0,189017039,residential,Nguyễn Thi,False,False,46.96864416632486,"LINESTRING (106.6590002 10.7495382, 106.6589336 10.7491209)",50,2,,,,,,,
366371637,6727805058,0,189017039,residential,Nguyễn Thi,False,True,104.81221710214781,"LINESTRING (106.6590002 10.7495382, 106.6591483 10.7504695)",50,2,,,,,,,
366371637,4627835024,0,32577467,residential,Trịnh Hoài Đức,False,True,39.8608125160976,"LINESTRING (106.6590002 10.7495382, 106.6590386 10.7495386, 106.6590721 10.7495366, 106.6593643 10.7495165)",50,,,,,,,,
366371661,4622811275,0,32579414,track,,False,True,543.6118062915529,"LINESTRING (106.7308645 10.7617442, 106.7305764 10.7615466, 106.7299284 10.7612116, 106.7294215 10.761006, 106.7290277 10.760917, 106.7283951 10.7608293, 106.7273079 10.7607081, 106.7271584 10.760706, 106.7263295 10.7606845, 106.7261019 10.7607041)",,,,,,,,,
366371894,5733080719,0,256667238,secondary,Thảo Điền,False,True,39.95869230009699,"LINESTRING (106.7370982 10.8041878, 106.7368747 10.8044723)",50,4,,,,,,,
366371894,6908092740,0,1263690523,tertiary,Xuân Thuỷ,False,True,3.4602842257454482,"LINESTRING (106.7370982 10.8041878, 106.737067 10.8041824)",50,,,,,,,,
366371894,366434770,0,817267171,secondary,Thảo Điền,False,False,74.45957337400085,"LINESTRING (106.7370982 10.8041878, 106.7373262 10.8039594, 106.737499 10.8036536)",50,2,,,,,,,
366372116,5775221741,0,32588124,residential,Phan Văn Hân,False,True,3.2972053316451464,"LINESTRING (106.7080833 10.7923995, 106.7081098 10.7923853)",,,,,,,,,
366372116,366443816,0,609752994,service,Công trường Hòa Bình,False,False,149.8562096473097,"LINESTRING (106.7080833 10.7923995, 106.7071413 10.7914197)",,,,,,,,,
366372116,366389762,0,32588124,residential,Phan Văn Hân,False,False,79.74184405179443,"LINESTRING (106.7080833 10.7923995, 106.7075708 10.7926632, 106.7074335 10.7927261)",,,,,,,,,
366372118,366461863,0,32576644,residential,Đào Cam Mộc,False,True,37.14305788642185,"LINESTRING (106.6742065 10.7431712, 106.673875 10.743097)",,,,,,,,,
366372118,6432246350,0,32579403,service,Đường số 31,False,False,45.39155833604919,"LINESTRING (106.6742065 10.7431712, 106.6741298 10.7435724)",,,,,,,,,
366372118,12455497250,0,1346584666,residential,Hẻm 769/22 Phạm Thế Hiển,False,False,76.38549213332297,"LINESTRING (106.6742065 10.7431712, 106.6744455 10.743237, 106.674775 10.7433579, 106.6748639 10.7434013)",,,,,,,,,
366372118,366428596,0,1346584667,service,Đường số 31,False,True,49.59247760028111,"LINESTRING (106.6742065 10.7431712, 106.6742574 10.7428483, 106.6742514 10.7427292)",,,,,,,,,
366372283,4627806631,0,189017054,secondary,Đường Hải Thượng Lãn Ông,False,False,32.12316544953174,"LINESTRING (106.6556852 10.7507611, 106.6559792 10.7507665)",50,3,,,,,,,
366372283,7804909141,0,189027805,residential,Kim Biên,False,True,49.78341858956433,"LINESTRING (106.6556852 10.7507611, 106.6557532 10.7503184)",,2,,,,,,,
366372283,6772644164,0,189017054,secondary,Đường Hải Thượng Lãn Ông,False,True,121.14501769686215,"LINESTRING (106.6556852 10.7507611, 106.6556224 10.7507642, 106.6548646 10.750802, 106.6547906 10.7508042, 106.6547065 10.7507901, 106.654587 10.7507452)",50,3,,,,,,,
366372316,7795321304,0,32586993,residential,Nguyễn Tuyển,False,False,39.58289176437339,"LINESTRING (106.7638643 10.7869319, 106.7637043 10.7872513)",,,,,,,,,
366372316,5728549264,0,32586993,residential,Nguyễn Tuyển,False,True,53.16749705073584,"LINESTRING (106.7638643 10.7869319, 106.7641596 10.7865518)",,,,,,,,,
366372316,5742931008,0,605511013,residential,,False,False,130.88945432370733,"LINESTRING (106.7638643 10.7869319, 106.7637902 10.7868947, 106.7632163 10.7867801, 106.7634335 10.7863058)",,,,,,,,,
366372348,5772262174,0,32584030,residential,Đường Số 2 KP.3,False,True,13.106662036048712,"LINESTRING (106.7828595 10.7650406, 106.7829107 10.7651472)",,,,,,,,,
366372348,5772260836,0,32584030,residential,Đường Số 2 KP.3,False,False,48.65541986973918,"LINESTRING (106.7828595 10.7650406, 106.7828087 10.7648382, 106.7828495 10.7646548, 106.7828586 10.7646144)",,,,,,,,,
366372348,12470598719,0,609393268,service,Hẻm 31 Đường Số 2,False,False,27.689922874864422,"LINESTRING (106.7828595 10.7650406, 106.7826945 10.7650882, 106.7826167 10.7651121)",,,alley,,,,,,
366372405,2692556767,0,1267694077,secondary,Trần Xuân Soạn,False,True,33.72137071599721,"LINESTRING (106.6940276 10.7516447, 106.6937244 10.7515878)",,2,,,,,,,
366372405,2156217854,0,205650782,service,Hẻm 967 Đường Trần Xuân Soạn,False,False,57.840933310059654,"LINESTRING (106.6940276 10.7516447, 106.6940646 10.751322, 106.6940959 10.751129)",,,alley,,,,,,
366372405,366381209,0,1267694077,secondary,Trần Xuân Soạn,False,False,69.03355810406818,"LINESTRING (106.6940276 10.7516447, 106.6944495 10.7517033, 106.6946553 10.7517068)",,2,,,,,,,
366372469,366408515,0,32577328,residential,Hẻm 146 Nguyễn Văn Hưởng,False,False,38.387005151454325,"LINESTRING (106.7254587 10.8119038, 106.7258052 10.811846)",,,,,,,,,
366372469,5733055255,0,32587327,secondary,Nguyễn Văn Hưởng,False,False,78.16097363697132,"LINESTRING (106.7254587 10.8119038, 106.7252019 10.8112477)",50,4,,,,,,,
366372469,366474935,0,32587327,secondary,Nguyễn Văn Hưởng,False,True,48.13492051271791,"LINESTRING (106.7254587 10.8119038, 106.725582 10.8123194)",50,4,,,,,,,
366373362,366459104,0,32583824,residential,Hoa Phượng,False,True,48.13136559570334,"LINESTRING (106.6875652 10.7985705, 106.6873834 10.7981762)",,,,,,,,,
366373362,366370560,0,120276786,tertiary,Phan Xích Long,False,False,124.43352695244033,"LINESTRING (106.6875652 10.7985705, 106.6886003 10.7981031)",,,,,,,,,
366373362,710640661,0,120276786,tertiary,Phan Xích Long,False,True,127.42591956906955,"LINESTRING (106.6875652 10.7985705, 106.686495 10.7990267)",,,,,,,,,
366373362,2408534570,0,1120532071,residential,,False,False,18.88582634323953,"LINESTRING (106.6875652 10.7985705, 106.6876331 10.7987267)",,,,,,,,,
366373616,5748092848,0,33572011,tertiary,Bến Mễ Cốc,False,False,42.869141745002295,"LINESTRING (106.6332514 10.7299692, 106.6330918 10.729617)",,2,,,,,,,
366373616,6466241222,0,33572011,tertiary,Bến Mễ Cốc,False,True,33.730383308871396,"LINESTRING (106.6332514 10.7299692, 106.6333828 10.7302437)",,2,,,,,,,
366373616,5748092827,0,606184298,residential,Hẻm 2F2 Mễ Cốc,False,True,112.19747209212599,"LINESTRING (106.6332514 10.7299692, 106.6333093 10.7299442, 106.6337207 10.7297668, 106.6336924 10.7297032, 106.634092 10.7295135)",,,,,,,,,
366373684,2692325112,0,242014077,secondary,Trần Não,False,False,26.935104388101767,"LINESTRING (106.730999 10.7954565, 106.7309601 10.7952173)",60,3,,,,,,,
366373684,366465207,0,1346116869,secondary,Trần Não,False,True,91.67236187773868,"LINESTRING (106.730999 10.7954565, 106.7311352 10.79627)",60,3,,,,,,,
366373684,1497312738,0,1346116871,residential,Cư Xá Điện Lực Trần Não,False,True,16.32836225882271,"LINESTRING (106.730999 10.7954565, 106.7311474 10.7954388)",,,,,,,,,
366373884,6466188852,0,32584627,tertiary,Rạch Cát,False,False,11.132848998287882,"LINESTRING (106.6288257 10.7164385, 106.6287322 10.7164783)",,2,,,,,,,
366373884,366377032,0,32584627,tertiary,Rạch Cát,False,True,127.70740992994396,"LINESTRING (106.6288257 10.7164385, 106.6298803 10.7159432)",,2,,,,,,,
366373884,12497568961,0,32584630,residential,Lê Thành Phương,False,False,66.31428999344804,"LINESTRING (106.6288257 10.7164385, 106.629082 10.7169791)",,2,,,,,,,
366373884,8348801783,0,689279532,residential,Hẻm 6 Rạch Cát,False,False,80.63396894172087,"LINESTRING (106.6288257 10.7164385, 106.6287362 10.716089, 106.6287203 10.7160422, 106.6287109 10.7160171, 106.6287109 10.7159999, 106.6287162 10.7159855, 106.6287182 10.715969, 106.6287095 10.71594, 106.628621 10.7157496)",,,,,,,,,
366373925,11383558164,0,32585311,tertiary,Đường Trương Đình Hội,False,True,51.02869731535647,"LINESTRING (106.6199394 10.7189054, 106.620384 10.7187648)",,2,,,,,,,
366373925,10941846886,0,606250262,residential,Hẻm 69 Đường Trương Đình Hội,False,False,49.27454881322334,"LINESTRING (106.6199394 10.7189054, 106.6200438 10.7184743)",,,,,,,,,
366373925,366400735,0,32585311,tertiary,Đường Trương Đình Hội,False,False,67.50524057284152,"LINESTRING (106.6199394 10.7189054, 106.61958 10.7189731, 106.6193326 10.7190198)",,2,,,,,,,
366374189,366432086,0,32576501,residential,,False,False,27.995336734683853,"LINESTRING (106.7252907 10.8124174, 106.7254133 10.8126385)",,,,,,,,,
366374189,366474935,0,32584327,residential,Hẻm 153 Nguyễn Văn Hưởng,False,False,33.63049502448967,"LINESTRING (106.7252907 10.8124174, 106.725582 10.8123194)",,,,,,,,,
366374189,366369081,0,32583778,residential,,False,True,134.6514734439229,"LINESTRING (106.7252907 10.8124174, 106.7251236 10.8119645, 106.725086 10.8119325, 106.7250216 10.811916, 106.7247994 10.8119493, 106.724416 10.8120658)",,,,,,,,,
366374297,6712558359,0,467159291,secondary,Phạm Đình Hổ,False,True,4.936231813648586,"LINESTRING (106.6494144 10.7478943, 106.6494059 10.7479379)",,2,,,,,,,
366374297,6712558358,0,1276098343,secondary,Phạm Đình Hổ,False,False,4.910310147329582,"LINESTRING (106.6494144 10.7478943, 106.6494227 10.7478509)",50,2,,,,,,,
366374297,1996745211,0,612831182,tertiary,Đường Bãi Sậy,False,False,40.1177746774613,"LINESTRING (106.6494144 10.7478943, 106.6493546 10.7478855, 106.6491056 10.747849, 106.6490512 10.747841)",,,,,,,,,
366374297,366446621,0,1276098342,tertiary,Đường Bãi Sậy,False,True,119.95023175696926,"LINESTRING (106.6494144 10.7478943, 106.6494704 10.7479025, 106.6503814 10.7480365, 106.6505003 10.748054)",,,,,,,,,
366374482,5740877099,0,504577408,tertiary,Đường số 42,False,True,48.54491666000207,"LINESTRING (106.7703209 10.7837428, 106.7698775 10.7837724)",,,,,,,,,
366374482,8361084083,0,504577408,tertiary,Đường số 42,False,False,56.78443657917451,"LINESTRING (106.7703209 10.7837428, 106.7706694 10.7837535, 106.7708404 10.7837457)",,,,,,,,,
366374482,5742400001,0,604806588,service,Hẻm 21 Đường Số 42,False,False,97.8282250578223,"LINESTRING (106.7703209 10.7837428, 106.7703177 10.7839638, 106.7703198 10.7841874, 106.7703286 10.7844087, 106.7703433 10.7846219)",50,1,alley,21,,,,,
366374786,5764793101,0,1039287934,residential,,False,False,37.143130095264745,"LINESTRING (106.6982258 10.7957507, 106.6979107 10.7958763)",,,,,,,,,
366374786,411919051,0,"[266066568, 58871356, 35114062]",tertiary,"['Cầu Bùi Hữu Nghĩa', 'Nguyễn Văn Giai', 'Bùi Hữu Nghĩa']",False,"[False, True]",362.8355798030258,"LINESTRING (106.6982258 10.7957507, 106.6979491 10.7950505, 106.6977368 10.7944901, 106.6976305 10.794098, 106.6974325 10.7930651, 106.6973503 10.7926151)",,2,,,yes,,,,
366374900,11214893158,0,32587600,residential,Hẻm 579 Phạm Văn Chí,False,True,88.52112510144677,"LINESTRING (106.6401923 10.7411038, 106.6402915 10.7403137)",,,,,,,,,
366374900,5001800305,0,465895999,secondary,Phạm Văn Chí,False,False,51.272534518687465,"LINESTRING (106.6401923 10.7411038, 106.6405958 10.7413393)",60,2,,,,,,,
366374900,5764931388,0,465895999,secondary,Phạm Văn Chí,False,True,46.25463778320983,"LINESTRING (106.6401923 10.7411038, 106.6398247 10.7408974)",60,2,,,,,,,
366375026,2495864024,0,32587295,residential,Trần Nguyên Hãn,False,False,5.766165330896221,"LINESTRING (106.6585792 10.7455813, 106.6585638 10.7456309)",50,2,,,,,,,
366375026,6757924476,0,193514972,primary,Đường Tùng Thiện Vương,False,False,7.881226999533867,"LINESTRING (106.6585792 10.7455813, 106.6586417 10.7456167)",,2,,,,,,,
366375026,6757924473,0,193514972,primary,Đường Tùng Thiện Vương,False,True,11.278773011288518,"LINESTRING (106.6585792 10.7455813, 106.6584892 10.7455316)",,2,,,,,,,
366375173,5737980933,0,189165792,tertiary,Trường Sa,False,False,28.956756741953267,"LINESTRING (106.7060718 10.7923958, 106.7058183 10.792472)",,2,,,,,,,
366375173,7440947605,0,"[189165792, 1416583345]",tertiary,"['Hoàng Sa', 'Trường Sa']",False,"[False, True]",69.23696906688299,"LINESTRING (106.7060718 10.7923958, 106.7065032 10.7920845, 106.7065327 10.7920681, 106.7065703 10.7920697, 106.7065967 10.7920755)",,2,,,,,,,
366375173,5737980854,0,604803393,service,,False,False,56.63524003197038,"LINESTRING (106.7060718 10.7923958, 106.7060867 10.7924224, 106.706171 10.7925727, 106.7061818 10.792628, 106.7063025 10.7928493)",,,,,,,,,
366375434,366437148,0,32576644,residential,Đào Cam Mộc,False,False,44.46881549506686,"LINESTRING (106.671596 10.7427109, 106.671997 10.7427796)",,,,,,,,,
366375434,2685998262,0,32576644,residential,Đào Cam Mộc,False,True,34.37990582475092,"LINESTRING (106.671596 10.7427109, 106.6712861 10.7426571)",,,,,,,,,
366375434,8366523553,0,32577552,residential,,False,False,40.71522775025084,"LINESTRING (106.671596 10.7427109, 106.6715263 10.7430706)",,,,,,,,,
366375817,2941361715,0,290622329,residential,,False,False,55.08292582805541,"LINESTRING (106.5944085 10.6964974, 106.5943011 10.6969814)",,,,,,,,,
366375817,5767087731,0,608787792,residential,,False,True,11.580773855472218,"LINESTRING (106.5944085 10.6964974, 106.5944235 10.6963943)",,,,,,,,,
366375817,2941361709,0,1203399176,secondary,Nguyễn Hữu Trí,False,False,47.11554396430946,"LINESTRING (106.5944085 10.6964974, 106.5939807 10.6964442)",50,2,,,,,,,
366375817,2941361720,0,1213255311,secondary,Nguyễn Hữu Trí,False,True,101.17670477131416,"LINESTRING (106.5944085 10.6964974, 106.5953278 10.6966066)",50,2,,,,,,,
366376331,2335032913,0,224709222,residential,Đường số 49,False,True,63.14160806088868,"LINESTRING (106.7741968 10.7881926, 106.7742556 10.7887575)",,,,,,,,,
366376331,5728549291,0,822091004,secondary,Nguyễn Duy Trinh,False,True,20.00430020473282,"LINESTRING (106.7741968 10.7881926, 106.7740146 10.7882108)",,2,,,,,,,
366376331,13016908899,0,1343964558,secondary,Nguyễn Duy Trinh,False,False,7.6487295440791385,"LINESTRING (106.7741968 10.7881926, 106.7742666 10.7881871)",,2,,,,,,,
