u,v,key,osmid,highway,name,oneway,reversed,length,geometry,maxspeed,lanes,service,ref,bridge,width,tunnel,access,junction
6534620913,6534620912,0,"[695895011, 803149508, 803149507]",footway,,False,False,37.0582369696601,"LINESTRING (106.7032823 10.7741971, 106.7033123 10.7742259, 106.7034831 10.7744084, 106.7035125 10.7744418)",,,,,,,,,
6534620914,6534620912,0,803149508,footway,,False,True,3.1123840563479424,"LINESTRING (106.7035319 10.7744623, 106.7035125 10.7744418)",,,,,,,,,
6534620921,3335337343,0,377881079,tertiary,Nguyễn Huệ,False,True,2.7048525914890553,"LINESTRING (106.7029521 10.7749592, 106.7029702 10.7749426)",,3,,,,,,,
6534620921,6534620923,0,801848887,footway,,False,True,8.549396729302648,"LINESTRING (106.7029521 10.7749592, 106.7030044 10.7750164)",,,,,,,,,
6534620921,6534620932,0,377881079,tertiary,Nguyễn Huệ,False,False,81.16246644996113,"LINESTRING (106.7029521 10.7749592, 106.7024535 10.7754193, 106.7024107 10.7754591)",,3,,,,,,,
6534620921,6534620924,0,801848887,footway,,False,False,37.85841792266291,"LINESTRING (106.7029521 10.7749592, 106.702923 10.7749254, 106.7027533 10.7747404, 106.7027218 10.7747048)",,,,,,,,,
6534620923,6534620921,0,801848887,footway,,False,False,8.549396729302648,"LINESTRING (106.7030044 10.7750164, 106.7029521 10.7749592)",,,,,,,,,
6534620924,6534620913,0,341504312,tertiary,Nguyễn Huệ,False,False,83.28061438307651,"LINESTRING (106.7027218 10.7747048, 106.7032823 10.7741971)",,3,,,,,,,
6534620924,6534620926,0,801848887,footway,,False,False,9.782589519814588,"LINESTRING (106.7027218 10.7747048, 106.702664 10.7746376)",,,,,,,,,
6534620924,7500135744,0,341504312,tertiary,Nguyễn Huệ,False,True,83.010724377726,"LINESTRING (106.7027218 10.7747048, 106.7023681 10.7750341, 106.7021702 10.7752183)",,3,,,,,,,
6534620924,6534620921,0,801848887,footway,,False,True,37.85841792266291,"LINESTRING (106.7027218 10.7747048, 106.7027533 10.7747404, 106.702923 10.7749254, 106.7029521 10.7749592)",,,,,,,,,
6534620926,6534620924,0,801848887,footway,,False,True,9.782589519814588,"LINESTRING (106.702664 10.7746376, 106.7027218 10.7747048)",,,,,,,,,
6534620926,7500135744,0,"[801848930, 803149510]",footway,,False,False,94.8887848922388,"LINESTRING (106.702664 10.7746376, 106.7020991 10.7751421, 106.7021702 10.7752183)",,,,,,,,,
6534620926,6534620908,0,803149510,footway,,False,True,83.01739034687162,"LINESTRING (106.702664 10.7746376, 106.7028103 10.7745092, 106.703215 10.7741454, 106.703225 10.7741341)",,,,,,,,,
6534620932,10560232674,0,377881079,tertiary,Nguyễn Huệ,False,False,9.039372365640075,"LINESTRING (106.7024107 10.7754591, 106.702352 10.7755164)",,3,,,,,,,
6534620932,6534620933,0,695895017,footway,,False,False,9.129459479657394,"LINESTRING (106.7024107 10.7754591, 106.7024672 10.7755196)",,,,,,,,,
6534620932,6534620934,0,695895017,footway,,False,True,4.944976056796881,"LINESTRING (106.7024107 10.7754591, 106.7023798 10.7754266)",,,,,,,,,
6534620932,6534620921,0,377881079,tertiary,Nguyễn Huệ,False,True,81.16246644996113,"LINESTRING (106.7024107 10.7754591, 106.7024535 10.7754193, 106.7029521 10.7749592)",,3,,,,,,,
6534620933,6534620932,0,695895017,footway,,False,True,9.129459479657394,"LINESTRING (106.7024672 10.7755196, 106.7024107 10.7754591)",,,,,,,,,
6534620934,6534620932,0,695895017,footway,,False,False,4.944976056796881,"LINESTRING (106.7023798 10.7754266, 106.7024107 10.7754591)",,,,,,,,,
6534620943,6534620944,0,695895021,footway,,False,False,29.027825763353654,"LINESTRING (106.7019161 10.7756848, 106.7019071 10.7756931, 106.701722 10.7758631)",,,,,,,,,
6534620943,10560232672,0,695895021,footway,,False,True,12.152660872344573,"LINESTRING (106.7019161 10.7756848, 106.7019282 10.7756737, 106.7019975 10.7756103)",,,,,,,,,
6534620943,6534620991,0,695895022,footway,,False,False,17.283658617232952,"LINESTRING (106.7019161 10.7756848, 106.702005 10.7757785, 106.7019828 10.775795)",,,,,,,,,
6534620943,6534620989,0,695895022,footway,,False,True,15.82379389538469,"LINESTRING (106.7019161 10.7756848, 106.7018324 10.775596, 106.7018143 10.7756077)",,,,,,,,,
6534620944,6534620947,0,695895021,footway,,False,False,19.65068509537517,"LINESTRING (106.701722 10.7758631, 106.7015906 10.7759838)",,,,,,,,,
6534620944,6534620945,0,695895020,footway,,False,False,11.23177080731483,"LINESTRING (106.701722 10.7758631, 106.7016746 10.7758118, 106.7016529 10.7757883)",,,,,,,,,
6534620944,6534620946,0,695895020,footway,,False,True,11.067784904280794,"LINESTRING (106.701722 10.7758631, 106.7017703 10.7759154, 106.7017901 10.7759368)",,,,,,,,,
6534620944,6534620943,0,695895021,footway,,False,True,29.027825763353654,"LINESTRING (106.701722 10.7758631, 106.7019071 10.7756931, 106.7019161 10.7756848)",,,,,,,,,
6534620945,6534620944,0,695895020,footway,,False,True,11.23177080731483,"LINESTRING (106.7016529 10.7757883, 106.7016746 10.7758118, 106.701722 10.7758631)",,,,,,,,,
6534620945,6534620989,0,695895024,footway,,False,False,26.78707536334846,"LINESTRING (106.7016529 10.7757883, 106.7016593 10.7757833, 106.7016902 10.7757534, 106.701723 10.7757181, 106.7017679 10.7756684, 106.7018008 10.7756285, 106.7018143 10.7756077)",,,,,,,,,
6534620945,6534620981,0,695895024,footway,,False,True,40.37763664084415,"LINESTRING (106.7016529 10.7757883, 106.7016231 10.775811, 106.7015514 10.7758588, 106.701493 10.7759052, 106.7014588 10.7759355, 106.7014313 10.7759651, 106.7014126 10.7759829, 106.7013948 10.776009, 106.7013866 10.7760214, 106.7013811 10.7760299)",,,,,,,,,
6534620946,6534620944,0,695895020,footway,,False,False,11.067784904280794,"LINESTRING (106.7017901 10.7759368, 106.7017703 10.7759154, 106.701722 10.7758631)",,,,,,,,,
6534620946,6534620991,0,695895023,footway,,False,False,26.300154161982903,"LINESTRING (106.7017901 10.7759368, 106.7018209 10.7759141, 106.7019011 10.7758555, 106.7019828 10.775795)",,,,,,,,,
6534620946,6534620960,0,695895023,footway,,False,True,39.92597633499448,"LINESTRING (106.7017901 10.7759368, 106.7017683 10.7759635, 106.7017294 10.7760169, 106.7016882 10.7760626, 106.7016519 10.7760929, 106.7016161 10.7761219, 106.7015748 10.7761539, 106.7015388 10.7761786, 106.70153 10.7761853)",,,,,,,,,
6534620947,6534620944,0,695895021,footway,,False,True,19.65068509537517,"LINESTRING (106.7015906 10.7759838, 106.701722 10.7758631)",,,,,,,,,
6534620960,10197901317,0,1115004054,footway,,False,False,8.656310192622174,"LINESTRING (106.70153 10.7761853, 106.7014757 10.7761286)",,,,,,,,,
6534620960,6534620946,0,695895023,footway,,False,False,39.92597633499449,"LINESTRING (106.70153 10.7761853, 106.7015388 10.7761786, 106.7015748 10.7761539, 106.7016161 10.7761219, 106.7016519 10.7760929, 106.7016882 10.7760626, 106.7017294 10.7760169, 106.7017683 10.7759635, 106.7017901 10.7759368)",,,,,,,,,
6534620960,6534620968,0,695895023,footway,,False,True,26.77599114100931,"LINESTRING (106.70153 10.7761853, 106.7015226 10.7761896, 106.7015128 10.7761947, 106.7014994 10.776202, 106.7014873 10.7762151, 106.7014679 10.7762428, 106.701439 10.776281, 106.7014149 10.776309, 106.7013884 10.776336, 106.7013695 10.7763489, 106.7013609 10.7763555)",,,,,,,,,
6534620960,6534620993,0,"[1115004054, 1115004055]",footway,,False,"[False, True]",8.302450816077734,"LINESTRING (106.70153 10.7761853, 106.7015615 10.776218, 106.7015828 10.776239)",,,,,,,,,
6534620968,10197868416,0,1115004049,footway,,False,True,9.511460841311422,"LINESTRING (106.7013609 10.7763555, 106.7013029 10.7762917)",,,,,,,,,
6534620968,6534620960,0,695895023,footway,,False,False,26.775991141009314,"LINESTRING (106.7013609 10.7763555, 106.7013695 10.7763489, 106.7013884 10.776336, 106.7014149 10.776309, 106.701439 10.776281, 106.7014679 10.7762428, 106.7014873 10.7762151, 106.7014994 10.776202, 106.7015128 10.7761947, 106.7015226 10.7761896, 106.70153 10.7761853)",,,,,,,,,
6534620968,6534620996,0,"[1115004049, 1115004050]",footway,,False,False,7.026790097518392,"LINESTRING (106.7013609 10.7763555, 106.701384 10.7763809, 106.7014039 10.7764025)",,,,,,,,,
6534620981,10197868415,0,1115004054,footway,,False,True,8.383290321497036,"LINESTRING (106.7013811 10.7760299, 106.7014337 10.7760848)",,,,,,,,,
6534620981,6534620945,0,695895024,footway,,False,False,40.37763664084415,"LINESTRING (106.7013811 10.7760299, 106.7013866 10.7760214, 106.7013948 10.776009, 106.7014126 10.7759829, 106.7014313 10.7759651, 106.7014588 10.7759355, 106.701493 10.7759052, 106.7015514 10.7758588, 106.7016231 10.775811, 106.7016529 10.7757883)",,,,,,,,,
6534620981,6534620986,0,695895024,footway,,False,True,25.913589509774873,"LINESTRING (106.7013811 10.7760299, 106.7013738 10.7760365, 106.7013525 10.7760561, 106.7013029 10.7760949, 106.7012526 10.7761348, 106.7012231 10.7761631, 106.7012117 10.7761804, 106.7012078 10.7761871)",,,,,,,,,
6534620981,10197901323,0,"[1115004057, 1115004054]",footway,,False,False,8.405700060150311,"LINESTRING (106.7013811 10.7760299, 106.7013488 10.7759947, 106.7013293 10.775974)",,,,,,,,,
6534620986,10197868414,0,1115004049,footway,,False,False,8.425806608580832,"LINESTRING (106.7012078 10.7761871, 106.7012592 10.7762436)",,,,,,,,,
6534620986,6534620981,0,695895024,footway,,False,False,25.913589509774873,"LINESTRING (106.7012078 10.7761871, 106.7012117 10.7761804, 106.7012231 10.7761631, 106.7012526 10.7761348, 106.7013029 10.7760949, 106.7013525 10.7760561, 106.7013738 10.7760365, 106.7013811 10.7760299)",,,,,,,,,
6534620986,6534620997,0,"[1115004049, 1115004051]",footway,,False,"[False, True]",8.310418694611926,"LINESTRING (106.7012078 10.7761871, 106.7011765 10.7761527, 106.7011579 10.7761307)",,,,,,,,,
6534620987,6534620988,0,695895025,footway,,False,False,8.080296700072212,"LINESTRING (106.7017759 10.7755657, 106.7017264 10.7755117)",,,,,,,,,
6534620987,10560232675,0,1122280205,tertiary,Nguyễn Huệ,False,False,14.494677703785941,"LINESTRING (106.7017759 10.7755657, 106.7018715 10.7754753)",,3,,,,,,,
6534620987,6534620989,0,695895025,footway,,False,True,6.277375928813003,"LINESTRING (106.7017759 10.7755657, 106.7017945 10.7755861, 106.7018143 10.7756077)",,,,,,,,,
6534620987,10197901323,0,1122280205,tertiary,Nguyễn Huệ,False,True,66.6418030965552,"LINESTRING (106.7017759 10.7755657, 106.7017437 10.7755952, 106.7013293 10.775974)",,3,,,,,,,
6534620988,6534620987,0,695895025,footway,,False,True,8.080296700072212,"LINESTRING (106.7017264 10.7755117, 106.7017759 10.7755657)",,,,,,,,,
6534620988,10197901324,0,1243233431,footway,,False,False,67.31679389642517,"LINESTRING (106.7017264 10.7755117, 106.7012782 10.7759272)",,,,,,,,,
6534620988,11554339016,0,1243233430,footway,,False,True,9.393691313887942,"LINESTRING (106.7017264 10.7755117, 106.7017401 10.7754844, 106.7017371 10.775456, 106.7017251 10.7754334)",,,,,,,,,
6534620989,6534620943,0,695895022,footway,,False,False,15.82379389538469,"LINESTRING (106.7018143 10.7756077, 106.7018324 10.775596, 106.7019161 10.7756848)",,,,,,,,,
6534620989,6534620945,0,695895024,footway,,False,True,26.78707536334846,"LINESTRING (106.7018143 10.7756077, 106.7018008 10.7756285, 106.7017679 10.7756684, 106.701723 10.7757181, 106.7016902 10.7757534, 106.7016593 10.7757833, 106.7016529 10.7757883)",,,,,,,,,
6534620989,6534620987,0,695895025,footway,,False,False,6.277375928813003,"LINESTRING (106.7018143 10.7756077, 106.7017945 10.7755861, 106.7017759 10.7755657)",,,,,,,,,
6534620990,6534620993,0,1122280206,tertiary,Nguyễn Huệ,False,False,65.72177665638763,"LINESTRING (106.7020232 10.7758363, 106.7015828 10.776239)",,3,,,,,,,
6534620990,10560232676,0,1122280206,tertiary,Nguyễn Huệ,False,True,15.024639663788728,"LINESTRING (106.7020232 10.7758363, 106.7021203 10.7757406)",,3,,,,,,,
6534620990,6534620991,0,695895026,footway,,False,False,6.369069634913295,"LINESTRING (106.7020232 10.7758363, 106.7020016 10.7758143, 106.7019828 10.775795)",,,,,,,,,
6534620990,6534620992,0,695895026,footway,,False,True,5.6053319257208,"LINESTRING (106.7020232 10.7758363, 106.7020419 10.7758555, 106.7020587 10.7758727)",,,,,,,,,
6534620991,6534620943,0,695895022,footway,,False,True,17.283658617232952,"LINESTRING (106.7019828 10.775795, 106.702005 10.7757785, 106.7019161 10.7756848)",,,,,,,,,
6534620991,6534620946,0,695895023,footway,,False,True,26.300154161982903,"LINESTRING (106.7019828 10.775795, 106.7019011 10.7758555, 106.7018209 10.7759141, 106.7017901 10.7759368)",,,,,,,,,
6534620991,6534620990,0,695895026,footway,,False,True,6.369069634913295,"LINESTRING (106.7019828 10.775795, 106.7020016 10.7758143, 106.7020232 10.7758363)",,,,,,,,,
6534620992,6534620990,0,695895026,footway,,False,False,5.6053319257208,"LINESTRING (106.7020587 10.7758727, 106.7020419 10.7758555, 106.7020232 10.7758363)",,,,,,,,,
6534620992,10236343243,0,801848890,footway,,False,False,10.457067436179054,"LINESTRING (106.7020587 10.7758727, 106.7020648 10.775871, 106.7020954 10.7758724, 106.7021269 10.7758928, 106.7021408 10.7759083)",,,,,,,,,
6534620992,10197901322,0,801848890,footway,,False,True,65.90477339034322,"LINESTRING (106.7020587 10.7758727, 106.7020431 10.775877, 106.702023 10.7758882, 106.7016163 10.7762721)",,,,,,,,,
6534620993,6534620996,0,1122280206,tertiary,Nguyễn Huệ,False,False,26.69112044621952,"LINESTRING (106.7015828 10.776239, 106.7014039 10.7764025)",,3,,,,,,,
6534620993,6534620990,0,1122280206,tertiary,Nguyễn Huệ,False,True,65.72177665638763,"LINESTRING (106.7015828 10.776239, 106.7020232 10.7758363)",,3,,,,,,,
6534620993,10197901322,0,1115004055,footway,,False,False,5.190119842291653,"LINESTRING (106.7015828 10.776239, 106.7016031 10.7762591, 106.7016163 10.7762721)",,,,,,,,,
6534620993,6534620960,0,"[1115004054, 1115004055]",footway,,False,"[False, True]",8.302450816077734,"LINESTRING (106.7015828 10.776239, 106.7015615 10.776218, 106.70153 10.7761853)",,,,,,,,,
6534620996,7498869318,0,1122280206,tertiary,Nguyễn Huệ,False,False,15.099474817657844,"LINESTRING (106.7014039 10.7764025, 106.7013027 10.776495)",,3,,,,,,,
6534620996,6534620993,0,1122280206,tertiary,Nguyễn Huệ,False,True,26.69112044621952,"LINESTRING (106.7014039 10.7764025, 106.7015828 10.776239)",,3,,,,,,,
6534620996,6534621000,0,1115004050,footway,,False,False,5.103808019204828,"LINESTRING (106.7014039 10.7764025, 106.7014259 10.7764262, 106.7014354 10.7764364)",,,,,,,,,
6534620996,6534620968,0,"[1115004049, 1115004050]",footway,,False,True,7.026790097518392,"LINESTRING (106.7014039 10.7764025, 106.701384 10.7763809, 106.7013609 10.7763555)",,,,,,,,,
6534620997,10197868413,0,1115004051,footway,,False,False,8.681723150307342,"LINESTRING (106.7011579 10.7761307, 106.7011062 10.7760714)",,,,,,,,,
6534620997,5743072752,0,1122280205,tertiary,Nguyễn Huệ,False,True,8.263093709318307,"LINESTRING (106.7011579 10.7761307, 106.7011025 10.7761813)",,3,,,,,,,
6534620997,6534620986,0,"[1115004049, 1115004051]",footway,,False,"[False, True]",8.310418694611926,"LINESTRING (106.7011579 10.7761307, 106.7011765 10.7761527, 106.7012078 10.7761871)",,,,,,,,,
6534620997,10197901323,0,1122280205,tertiary,Nguyễn Huệ,False,False,25.576287783554168,"LINESTRING (106.7011579 10.7761307, 106.7012568 10.7760402, 106.7013293 10.775974)",,3,,,,,,,
6534621000,10197901322,0,801848890,footway,,False,False,26.9117926457961,"LINESTRING (106.7014354 10.7764364, 106.7016163 10.7762721)",,,,,,,,,
6534621000,7498869319,0,"[801710794, 801848890]",footway,,False,True,17.65527379140836,"LINESTRING (106.7014354 10.7764364, 106.7013759 10.7764916, 106.7013679 10.7765087, 106.7013813 10.7765304, 106.70137 10.7765396, 106.7013545 10.7765522)",,,,,,,,,
6534621000,6534620996,0,1115004050,footway,,False,True,5.103808019204828,"LINESTRING (106.7014354 10.7764364, 106.7014259 10.7764262, 106.7014039 10.7764025)",,,,,,,,,
6541394579,5740580611,0,32586691,tertiary,Đường Số 1,False,False,42.21353525092534,"LINESTRING (106.6543992 10.7302886, 106.6543889 10.7299091)",,,,,,,,,
6541394579,366454556,0,32586691,tertiary,Đường Số 1,False,True,32.202253844897996,"LINESTRING (106.6543992 10.7302886, 106.654407 10.7305781)",,,,,,,,,
6541394579,12480107516,0,696691822,service,,False,False,62.0354777363425,"LINESTRING (106.6543992 10.7302886, 106.6546884 10.7303632, 106.6546837 10.7302126, 106.6545713 10.7301866)",,,alley,,,,,,
6548820008,1997154404,0,468616405,residential,Đường Nhiêu Tâm,False,True,3.4429599131420785,"LINESTRING (106.6758468 10.7529831, 106.6758546 10.7529531)",50,,,,,,,,
6548820008,6548820009,0,724420050,service,,False,False,54.81323529488662,"LINESTRING (106.6758468 10.7529831, 106.6763292 10.7531187)",,,alley,,,,,,
6548820008,2364075314,0,468616405,residential,Đường Nhiêu Tâm,False,False,91.52393842840468,"LINESTRING (106.6758468 10.7529831, 106.6758406 10.7530049, 106.6757584 10.7533107, 106.6756453 10.7537284, 106.6756329 10.7537789)",50,,,,,,,,
6548820009,6548820010,0,697267203,service,Hẻm 57 Huỳnh Mẫn Đạt,False,False,7.359030122819699,"LINESTRING (106.6763292 10.7531187, 106.6763607 10.7531772)",,,alley,,,,,,
6548820009,6548820008,0,724420050,service,,False,True,54.81323529488662,"LINESTRING (106.6763292 10.7531187, 106.6758468 10.7529831)",,,alley,,,,,,
6548820009,10245951038,0,1120246889,service,,False,True,15.41250971836496,"LINESTRING (106.6763292 10.7531187, 106.6763277 10.7529801)",,,alley,,,,,,
6548820010,5794854822,0,697267203,service,Hẻm 57 Huỳnh Mẫn Đạt,False,False,85.17852603271045,"LINESTRING (106.6763607 10.7531772, 106.6771089 10.7533928)",,,alley,,,,,,
6548820010,6548820009,0,697267203,service,Hẻm 57 Huỳnh Mẫn Đạt,False,True,7.359030122819699,"LINESTRING (106.6763607 10.7531772, 106.6763292 10.7531187)",,,alley,,,,,,
6548820010,6753761534,0,722613223,service,,False,True,93.8064714677705,"LINESTRING (106.6763607 10.7531772, 106.6763421 10.7532244, 106.6763456 10.7532676, 106.6763492 10.7533515, 106.6763606 10.7533748, 106.6763632 10.753444, 106.676387 10.7534743, 106.676409 10.753489, 106.6764103 10.7535392, 106.6763996 10.7535595, 106.6764003 10.7535785, 106.6764003 10.7536067, 106.6763763 10.7536183, 106.6763609 10.7539776)",,,alley,,,,,,
6548820012,366463002,0,189017087,residential,Nhiêu Tâm,False,True,60.677782444352474,"LINESTRING (106.6762471 10.7513366, 106.6762618 10.7514132, 106.6762637 10.7514458, 106.6762595 10.7514781, 106.6761581 10.7518681)",,,,,,,,,
6548820012,1997154497,0,717202032,primary,Đường Võ Văn Kiệt,False,False,22.049910201703188,"LINESTRING (106.6762471 10.7513366, 106.6761817 10.751244, 106.6761374 10.7511703)",50,2,,,,,,,
6548820012,1996655730,0,"[614647121, 724420051]",primary,Đường Võ Văn Kiệt,False,True,125.37259821729197,"LINESTRING (106.6762471 10.7513366, 106.6763249 10.7514457, 106.6763978 10.7515426, 106.6764792 10.7516422, 106.6765663 10.7517308, 106.6767059 10.7518819, 106.6768231 10.7519748, 106.6770668 10.7521015)",50,1,,,,,,,
6557998866,2154852221,0,205521513,residential,Đường Số 6,False,False,31.141139890292614,"LINESTRING (106.6947861 10.7432874, 106.6945011 10.7432819)",,,,,,,,,
6557998866,2154852220,0,205521513,residential,Đường Số 6,False,True,57.75433157101609,"LINESTRING (106.6947861 10.7432874, 106.6953147 10.7432794)",,,,,,,,,
6557998866,6557998869,0,"[698296816, 698296818]",service,,False,True,200.52122018691392,"LINESTRING (106.6947861 10.7432874, 106.6947591 10.7433523, 106.6947176 10.7433938, 106.6945853 10.7434003, 106.6945796 10.7442144, 106.6953234 10.7442191)",,,,,,,,,
6557998869,5464034526,0,607581211,service,,False,True,46.2160243149323,"LINESTRING (106.6953234 10.7442191, 106.6954411 10.7442199, 106.6957463 10.7442107)",,,,,,,,,
6557998869,6557998873,0,698296817,service,,False,False,70.80211853643344,"LINESTRING (106.6953234 10.7442191, 106.6953374 10.7439622, 106.6953099 10.7438603, 106.6952288 10.7437374, 106.6951274 10.7436577)",,,,,,,,,
6557998869,6557998866,0,"[698296816, 698296818]",service,,False,False,200.52122018691392,"LINESTRING (106.6953234 10.7442191, 106.6945796 10.7442144, 106.6945853 10.7434003, 106.6947176 10.7433938, 106.6947591 10.7433523, 106.6947861 10.7432874)",,,,,,,,,
6557998873,6557998869,0,698296817,service,,False,True,70.80211853643344,"LINESTRING (106.6951274 10.7436577, 106.6952288 10.7437374, 106.6953099 10.7438603, 106.6953374 10.7439622, 106.6953234 10.7442191)",,,,,,,,,
6573654683,5740394720,0,700017574,residential,,False,True,111.62596033719842,"LINESTRING (106.7117435 10.7865552, 106.7110053 10.7872494)",,,,,,,,,
6573654683,7496759891,0,801518970,footway,,False,True,5.812136663375583,"LINESTRING (106.7117435 10.7865552, 106.7117796 10.7865936)",,,,,,,,,
6573654683,7496859075,0,801518970,footway,,False,False,18.649013405349134,"LINESTRING (106.7117435 10.7865552, 106.711714 10.7865237, 106.7116315 10.7866001, 106.7116213 10.7866092)",,,,,,,,,
6579623271,5740065535,0,700635842,residential,Đường số 7A,False,True,20.451953662068426,"LINESTRING (106.7724049 10.7923205, 106.7723979 10.7925043)",,,,,,,,,
6579623272,5740065534,0,700635843,residential,Đường số 6A,False,False,24.900722868715174,"LINESTRING (106.7730137 10.7923257, 106.7729489 10.7925404)",,,,,,,,,
6579623273,11829465626,0,719993173,secondary,Đường Song Hành Cao Tốc,False,False,334.7356576694062,"LINESTRING (106.7774005 10.7956674, 106.780464 10.7957475)",,2,,,,,,,
6579623273,4593711620,0,719993173,secondary,Đường Song Hành Cao Tốc,False,True,526.5477596187222,"LINESTRING (106.7774005 10.7956674, 106.7725815 10.7955428)",,2,,,,,,,
6579623273,4602801565,0,700635844,residential,Đường T,False,True,59.12627178865246,"LINESTRING (106.7774005 10.7956674, 106.7774057 10.7955241, 106.7774197 10.795136)",,,,,,,,,
6579623274,4593713855,0,700635845,residential,,False,True,40.954640880269,"LINESTRING (106.7795108 10.7955751, 106.779514 10.7952068)",,,,,,,,,
6579623275,6579623277,0,700635846,residential,Đường Số 14,False,False,54.556417781603216,"LINESTRING (106.7774356 10.7946767, 106.7779349 10.7946897)",,,,,,,,,
6579623275,4602801565,0,700635851,residential,Đường T,False,False,51.10142217796797,"LINESTRING (106.7774356 10.7946767, 106.7774197 10.795136)",,,,,,,,,
6579623275,5740065015,0,700635851,residential,Đường T,False,True,88.68744537308307,"LINESTRING (106.7774356 10.7946767, 106.7774608 10.7938795)",,,,,,,,,
6579623276,6579623281,0,700635846,residential,Đường Số 14,False,True,69.7767632766698,"LINESTRING (106.7795225 10.7947308, 106.7788839 10.7947143)",,,,,,,,,
6579623276,4593713855,0,1219433865,residential,Đường Số 19,False,False,52.9370021068042,"LINESTRING (106.7795225 10.7947308, 106.779514 10.7952068)",,,,,,,,,
6579623276,2635026155,0,1219433865,residential,Đường Số 19,False,True,47.56538172360547,"LINESTRING (106.7795225 10.7947308, 106.7795301 10.7943031)",,,,,,,,,
6579623277,6579623279,0,700635846,residential,Đường Số 14,False,False,52.5567820036203,"LINESTRING (106.7779349 10.7946897, 106.7784159 10.7947022)",,,,,,,,,
6579623277,6579623275,0,700635846,residential,Đường Số 14,False,True,54.556417781603216,"LINESTRING (106.7779349 10.7946897, 106.7774356 10.7946767)",,,,,,,,,
6579623277,6579623278,0,700635847,residential,Đường Số 17,False,False,82.04585833600551,"LINESTRING (106.7779349 10.7946897, 106.7779503 10.793952)",,,,,,,,,
6579623278,6579623277,0,700635847,residential,Đường Số 17,False,True,82.04585833600551,"LINESTRING (106.7779503 10.793952, 106.7779349 10.7946897)",,,,,,,,,
6579623278,6579623280,0,258092256,residential,Đường R,False,False,54.160212006967825,"LINESTRING (106.7779503 10.793952, 106.7780723 10.7939777, 106.7784281 10.7940812)",,2,,,,,,,
6579623278,5740065015,0,258092256,residential,Đường R,False,True,54.27360110300515,"LINESTRING (106.7779503 10.793952, 106.7776284 10.7938842, 106.7774608 10.7938795)",,2,,,,,,,
6579623279,6579623281,0,700635846,residential,Đường Số 14,False,False,51.13614401151621,"LINESTRING (106.7784159 10.7947022, 106.7788839 10.7947143)",,,,,,,,,
6579623279,6579623277,0,700635846,residential,Đường Số 14,False,True,52.5567820036203,"LINESTRING (106.7784159 10.7947022, 106.7779349 10.7946897)",,,,,,,,,
6579623279,6579623280,0,700635848,residential,Đường Số 16,False,False,69.06500389805149,"LINESTRING (106.7784159 10.7947022, 106.7784281 10.7940812)",,,,,,,,,
6579623280,6579623279,0,700635848,residential,Đường Số 16,False,True,69.06500389805149,"LINESTRING (106.7784281 10.7940812, 106.7784159 10.7947022)",,,,,,,,,
6579623280,6579623282,0,258092256,residential,Đường R,False,False,53.88872721534068,"LINESTRING (106.7784281 10.7940812, 106.7786745 10.7941529, 106.7789072 10.7941937)",,2,,,,,,,
6579623280,6579623278,0,258092256,residential,Đường R,False,True,54.160212006967825,"LINESTRING (106.7784281 10.7940812, 106.7780723 10.7939777, 106.7779503 10.793952)",,2,,,,,,,
6579623281,6579623276,0,700635846,residential,Đường Số 14,False,False,69.7767632766698,"LINESTRING (106.7788839 10.7947143, 106.7795225 10.7947308)",,,,,,,,,
6579623281,6579623279,0,700635846,residential,Đường Số 14,False,True,51.13614401151621,"LINESTRING (106.7788839 10.7947143, 106.7784159 10.7947022)",,,,,,,,,
6579623281,6579623282,0,700635849,residential,Đường Số 18,False,False,57.94407794115188,"LINESTRING (106.7788839 10.7947143, 106.7789072 10.7941937)",,,,,,,,,
6579623282,2635026155,0,258092256,residential,Đường R,False,False,69.11680934292333,"LINESTRING (106.7789072 10.7941937, 106.7795301 10.7943031)",,2,,,,,,,
6579623282,6579623281,0,700635849,residential,Đường Số 18,False,True,57.94407794115188,"LINESTRING (106.7789072 10.7941937, 106.7788839 10.7947143)",,,,,,,,,
6579623282,6579623280,0,258092256,residential,Đường R,False,True,53.88872721534068,"LINESTRING (106.7789072 10.7941937, 106.7786745 10.7941529, 106.7784281 10.7940812)",,2,,,,,,,
6579623283,11348071281,0,605105119,residential,Đường số 6,False,False,13.644882181148759,"LINESTRING (106.7760851 10.7934113, 106.7762083 10.793391)",,,,,,,,,
6579623283,11348071279,0,605105119,residential,Đường số 6,False,True,24.973471762355494,"LINESTRING (106.7760851 10.7934113, 106.7758589 10.793444)",,,,,,,,,
6579623283,6579635986,0,700635850,residential,,False,False,17.76305311184404,"LINESTRING (106.7760851 10.7934113, 106.7761315 10.7933652, 106.7761433 10.7933245, 106.7761431 10.7932719)",,,,,,,,,
6579635986,4593712125,0,464233035,residential,,False,False,27.02849554078819,"LINESTRING (106.7761431 10.7932719, 106.7763721 10.793364)",,,,,,,,,
6579635986,4593712123,0,464233035,residential,,False,True,104.77104723163671,"LINESTRING (106.7761431 10.7932719, 106.7757858 10.7930964, 106.7752466 10.7929489)",,,,,,,,,
6579635986,6579623283,0,700635850,residential,,False,True,17.76305311184404,"LINESTRING (106.7761431 10.7932719, 106.7761433 10.7933245, 106.7761315 10.7933652, 106.7760851 10.7934113)",,,,,,,,,
